"terminal","clase_vehiculo","nivel_servicio","municipio_origen_ruta","municipio_destino_ruta","fecha_despacho","hora_despacho","tipo_despacho","despachos","pasajeros"
"T.T. DE PITALITO","CAMIONETA","LUJO","86885","41001","2022-10-22T00:00:00.000","17","TRANSITO","1","8"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15599","2022-09-23T00:00:00.000","09","ORIGEN","1","5"
"T.T. DE CALI","MICROBUS","BASICO","76001","76111","2022-04-12T00:00:00.000","05","ORIGEN","1","5"
"T.T. DE CALI","MICROBUS","BASICO","76001","76111","2022-04-12T00:00:00.000","05","ORIGEN","1","5"
"T.T. DE GARZÓN","MICROBUS","BASICO","08433","52835","2022-04-22T00:00:00.000","07","TRANSITO","1","6"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15759","2022-08-30T00:00:00.000","12","ORIGEN","2","29"
"T.T. DE GARZÓN","CAMIONETA","BASICO","41001","05315","2022-04-26T00:00:00.000","19","TRANSITO","1","5"
"T.T. DE FUSAGASUGA","BUS","LUJO","25290","11001","2022-04-30T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE CALI","BUS","BASICO","76001","41001","2022-03-14T00:00:00.000","21","ORIGEN","1","8"
"T.T. DE APARTADÓ","BUSETA","LUJO","05045","05172","2022-10-14T00:00:00.000","07","ORIGEN","1","2"
"T.T. DE SANTA MARTA","BUS","LUJO","47001","20001","2022-06-04T00:00:00.000","14","ORIGEN","1","20"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25151","2022-05-04T00:00:00.000","12","ORIGEN","2","6"
"T.T. DE MANIZALES","CAMIONETA","LUJO","17001","17380","2022-12-02T00:00:00.000","15","ORIGEN","1","8"
"T.T. DE MANIZALES","CAMIONETA","LUJO","17001","17380","2022-12-02T00:00:00.000","15","ORIGEN","1","8"
"T.T. DE MANIZALES","CAMIONETA","LUJO","17001","17380","2022-12-02T00:00:00.000","15","ORIGEN","1","8"
"T.T. DE MANIZALES","CAMIONETA","LUJO","17001","17380","2022-12-02T00:00:00.000","15","ORIGEN","1","8"
"T.T. DE BUGA","BUSETA","LUJO","76111","76520","2022-11-16T00:00:00.000","17","ORIGEN","1","6"
"T.T. DE BARRANQUILLA","BUS","LUJO","08001","13001","2022-09-07T00:00:00.000","02","ORIGEN","1","5"
"T.T. DE ARMENIA","BUS","BASICO","63001","05001","2022-02-11T00:00:00.000","08","ORIGEN","1","2"
"T.T. DE CARTAGENA","BUS","LUJO","13001","08001","2022-09-15T00:00:00.000","19","ORIGEN","1","30"
"T.T. DE TULÚA","BUS","BASICO","76001","11001","2022-11-28T00:00:00.000","15","TRANSITO","1","42"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","63001","2022-09-27T00:00:00.000","10","ORIGEN","1","12"
"T.T. DE CALI","BUS","BASICO","76001","18756","2022-08-14T00:00:00.000","09","ORIGEN","1","4"
"T.T. DE SOGAMOSO","MICROBUS","LUJO","15759","11001","2022-01-12T00:00:00.000","05","ORIGEN","1","8"
"T.T. DE AGUAZUL","MICROBUS","LUJO","85001","85139","2022-09-08T00:00:00.000","15","TRANSITO","1","1"
"T.T. DE POPAYÁN","MICROBUS","BASICO","18753","76001","2022-11-11T00:00:00.000","14","TRANSITO","1","10"
"T.T. DE TULÚA","MICROBUS","BASICO","76147","76001","2022-12-23T00:00:00.000","03","TRANSITO","1","1"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","66682","2022-01-10T00:00:00.000","14","ORIGEN","1","2"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","66682","2022-01-10T00:00:00.000","14","ORIGEN","1","2"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","66682","2022-01-10T00:00:00.000","14","ORIGEN","1","2"
"T.T. DE PASTO","CAMPERO","BASICO","52001","52227","2022-05-09T00:00:00.000","08","ORIGEN","1","9"
"T.T. DE AGUACHICA","CAMIONETA","LUJO","20011","54498","2022-08-13T00:00:00.000","06","ORIGEN","1","4"
"T.T. DE LA PLATA","MICROBUS","BASICO","41396","41001","2022-12-22T00:00:00.000","05","ORIGEN","1","6"
"T.T. DE PITALITO","MICROBUS","LUJO","41551","41551","2022-06-06T00:00:00.000","07","ORIGEN","1","8"
"T.T. DE PITALITO","CAMIONETA","LUJO","41551","41026","2022-12-04T00:00:00.000","07","ORIGEN","1","6"
"T.T. DE CALI","MICROBUS","BASICO","76001","76892","2022-05-28T00:00:00.000","06","ORIGEN","1","6"
"T.T. DE CALI","MICROBUS","BASICO","76001","76892","2022-05-28T00:00:00.000","06","ORIGEN","1","6"
"T.T. DE IBAGUÉ","CAMIONETA","BASICO","73001","73678","2022-10-28T00:00:00.000","15","ORIGEN","1","8"
"T.T. DE ARMENIA","BUS","LUJO","41001","17001","2022-12-02T00:00:00.000","16","TRANSITO","1","6"
"T.T. DE IPIALES","MICROBUS","BASICO","52356","52210","2022-12-09T00:00:00.000","13","ORIGEN","1","19"
"T.T. DE MAICAO","BUS","LUJO","44430","08001","2022-04-20T00:00:00.000","10","ORIGEN","1","20"
"T.T. DE CALI","MICROBUS","BASICO","76001","76892","2022-04-04T00:00:00.000","08","ORIGEN","1","14"
"T.T. DE IBAGUÉ","BUS","LUJO","11001","76001","2022-05-31T00:00:00.000","11","TRANSITO","1","14"
"T.T. DE CALI","AUTOMOVIL","BASICO","76001","19001","2022-11-09T00:00:00.000","16","ORIGEN","1","4"
"T.T. DE PEREIRA","MICROBUS","LUJO","66001","63001","2022-10-01T00:00:00.000","14","ORIGEN","1","12"
"T.T. DE LA PLATA","CAMIONETA","BASICO","41396","41001","2022-08-02T00:00:00.000","06","ORIGEN","1","8"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","68001","2022-06-05T00:00:00.000","21","ORIGEN","1","21"
"T.T. DE FUSAGASUGA","MICROBUS","LUJO","25290","25743","2022-01-13T00:00:00.000","15","ORIGEN","1","0"
"T.T. DE FUSAGASUGA","MICROBUS","LUJO","25290","25743","2022-01-13T00:00:00.000","15","ORIGEN","1","0"
"T.T. DE FUSAGASUGA","MICROBUS","LUJO","25290","25743","2022-01-13T00:00:00.000","15","ORIGEN","1","0"
"T.T. DE FUSAGASUGA","MICROBUS","LUJO","25290","25743","2022-01-13T00:00:00.000","15","ORIGEN","1","0"
"T.T. DE FUSAGASUGA","MICROBUS","LUJO","25290","25743","2022-01-13T00:00:00.000","15","ORIGEN","1","0"
"T.T. DE FUSAGASUGA","MICROBUS","LUJO","25290","25743","2022-01-13T00:00:00.000","15","ORIGEN","1","0"
"T.T. DE FUSAGASUGA","MICROBUS","LUJO","25290","25743","2022-01-13T00:00:00.000","15","ORIGEN","1","0"
"T.T. DE FUSAGASUGA","MICROBUS","LUJO","25290","25743","2022-01-13T00:00:00.000","15","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25307","2022-02-02T00:00:00.000","08","ORIGEN","1","4"
"T.T. DE AGUACHICA","BUS","LUJO","08001","68001","2022-03-15T00:00:00.000","13","TRANSITO","1","2"
"T.T. DE HONDA","CAMIONETA","LUJO","73349","73349","2022-10-15T00:00:00.000","17","ORIGEN","1","2"
"T.T. DE TULÚA","BUS","BASICO","76001","76147","2022-03-18T00:00:00.000","03","TRANSITO","1","4"
"T.T. DE TULÚA","BUS","BASICO","76147","76111","2022-04-10T00:00:00.000","09","TRANSITO","1","4"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","25293","2022-01-07T00:00:00.000","15","ORIGEN","1","9"
"T.T. DE PEREIRA","MICROBUS","LUJO","66001","76147","2022-12-01T00:00:00.000","11","ORIGEN","1","19"
"T.T. DE MEDELLÍN SUR","BUS","BASICO","05001","66001","2022-09-26T00:00:00.000","11","ORIGEN","1","17"
"T.T. DE NEIVA","MICROBUS","BASICO","41001","41551","2022-11-23T00:00:00.000","06","ORIGEN","1","16"
"T.T. DE CALI","BUS","BASICO","76001","76606","2022-09-04T00:00:00.000","10","ORIGEN","1","9"
"T.T. DE CÚCUTA","CAMIONETA","LUJO","54001","20295","2022-04-11T00:00:00.000","09","ORIGEN","1","2"
"T.T. DE MELGAR","MICROBUS","BASICO","73449","25307","2022-12-31T00:00:00.000","16","ORIGEN","1","0"
"T.T. DE MANIZALES","MICROBUS","LUJO","17001","76001","2022-12-30T00:00:00.000","18","ORIGEN","1","19"
"T.T. DE CALI","BUSETA","BASICO","76001","76892","2022-11-29T00:00:00.000","11","ORIGEN","1","5"
"T.T. DE HONDA","AUTOMOVIL","LUJO","73349","73349","2022-09-28T00:00:00.000","08","ORIGEN","1","4"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15299","2022-06-07T00:00:00.000","05","ORIGEN","1","11"
"T.T. DE CALI","MICROBUS","BASICO","76001","76892","2022-02-28T00:00:00.000","13","ORIGEN","1","8"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","63001","2022-09-07T00:00:00.000","18","ORIGEN","1","13"
"T.T. DE MONTERÍA","BUS","LUJO","23001","23807","2022-04-20T00:00:00.000","14","ORIGEN","1","12"
"T.T. DE BOGOTÁ SUR","MICROBUS","LUJO","11001","25290","2022-06-17T00:00:00.000","05","ORIGEN","1","0"
"T.T. DE GIRARDOT","BUS","LUJO","25307","25001","2022-03-12T00:00:00.000","05","ORIGEN","1","2"
"T.T. DE DUITAMA","BUS","LUJO","11001","15759","2022-11-08T00:00:00.000","12","TRANSITO","1","11"
"T.T. DE MELGAR","BUSETA","BASICO","11001","25307","2022-10-14T00:00:00.000","13","TRANSITO","1","15"
"T.T. DE ESPINAL","MICROBUS","LUJO","73168","73001","2022-09-02T00:00:00.000","06","TRANSITO","1","0"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","25386","2022-10-14T00:00:00.000","14","ORIGEN","1","24"
"T.T. DE CÚCUTA","AUTOMOVIL","LUJO","54001","54518","2022-04-06T00:00:00.000","19","ORIGEN","1","2"
"T.T. DE CARTAGENA","BUS","LUJO","13001","44078","2022-02-18T00:00:00.000","16","ORIGEN","1","23"
"T.T. DE MEDELLÍN NORTE","BUS","LUJO","05001","11001","2022-12-09T00:00:00.000","21","ORIGEN","1","43"
"T.T. DE BOGOTÁ NORTE","BUS","LUJO","11001","25758","2022-02-05T00:00:00.000","08","ORIGEN","1","9"
"T.T. DE SANTA MARTA","BUS","LUJO","47001","47675","2022-04-01T00:00:00.000","11","ORIGEN","1","4"
"T.T. DE ARMENIA","BUS","LUJO","11001","66001","2022-11-06T00:00:00.000","05","TRANSITO","1","0"
"T.T. DE ARMENIA","BUS","LUJO","11001","66001","2022-11-06T00:00:00.000","05","TRANSITO","1","0"
"T.T. DE MEDELLÍN NORTE","BUS","BASICO","05001","05086","2022-09-08T00:00:00.000","05","ORIGEN","1","5"
"T.T. DE IPIALES","CAMIONETA","BASICO","52356","52573","2022-11-05T00:00:00.000","12","ORIGEN","1","4"
"T.T. DE IPIALES","CAMIONETA","BASICO","52356","52573","2022-11-05T00:00:00.000","12","ORIGEN","1","4"
"T.T. DE IPIALES","CAMIONETA","BASICO","52356","52573","2022-11-05T00:00:00.000","12","ORIGEN","1","4"
"T.T. DE BUCARAMANGA","BUSETA","BASICO","68001","54001","2022-08-23T00:00:00.000","08","ORIGEN","1","5"
"T.T. DE CARTAGENA","BUS","LUJO","13001","08001","2022-01-29T00:00:00.000","04","ORIGEN","1","8"
"T.T. DE BOGOTÁ SUR","BUS","LUJO","11001","25488","2022-04-10T00:00:00.000","16","TRANSITO","1","31"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","15507","2022-04-11T00:00:00.000","12","ORIGEN","1","2"
"T.T. DE FLORENCIA","MICROBUS","LUJO","18001","41001","2022-07-08T00:00:00.000","09","ORIGEN","1","9"
"T.T. DE VILLAVICENCIO","CAMIONETA","LUJO","50001","50006","2022-05-05T00:00:00.000","14","ORIGEN","2","0"
"T.T. DE BOGOTÁ SUR","BUS","LUJO","11001","66001","2022-06-07T00:00:00.000","23","TRANSITO","1","7"
"T.T. DE VILLAGARZÓN","CAMIONETA","BASICO","86865","86001","2022-09-12T00:00:00.000","06","ORIGEN","1","7"
"T.T. DE MONTERÍA","BUS","LUJO","23001","08001","2022-09-13T00:00:00.000","14","ORIGEN","1","11"
"T.T. DE CÚCUTA","BUS","LUJO","54001","68001","2022-01-05T00:00:00.000","20","ORIGEN","1","20"
"T.T. DE MEDELLÍN SUR","MICROBUS","BASICO","05001","27245","2022-12-15T00:00:00.000","10","ORIGEN","1","7"
"T.T. DE APARTADÓ","MICROBUS","LUJO","05045","05837","2022-08-15T00:00:00.000","07","ORIGEN","1","0"
"T.T. DE APARTADÓ","MICROBUS","LUJO","05045","05837","2022-08-15T00:00:00.000","07","ORIGEN","1","0"
"T.T. DE APARTADÓ","MICROBUS","LUJO","05045","05837","2022-08-15T00:00:00.000","07","ORIGEN","1","0"
"T.T. DE CALI","MICROBUS","BASICO","76001","76364","2022-04-18T00:00:00.000","09","ORIGEN","1","6"
"T.T. DE CALI","MICROBUS","BASICO","76001","76364","2022-04-18T00:00:00.000","09","ORIGEN","1","6"
"T.T. DE MONTERÍA","AUTOMOVIL","LUJO","23001","70001","2022-11-23T00:00:00.000","15","ORIGEN","1","4"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15759","2022-02-25T00:00:00.000","18","ORIGEN","1","12"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","76122","2022-04-20T00:00:00.000","18","ORIGEN","1","10"
"T.T. DE ARMENIA","BUSETA","BASICO","63001","63470","2022-11-26T00:00:00.000","15","ORIGEN","1","0"
"T.T. DE ARMENIA","BUSETA","BASICO","63001","63470","2022-11-26T00:00:00.000","15","ORIGEN","1","0"
"T.T. DE ARMENIA","BUSETA","BASICO","63001","63470","2022-11-26T00:00:00.000","15","ORIGEN","1","0"
"T.T. DE ARMENIA","BUSETA","BASICO","63001","63470","2022-11-26T00:00:00.000","15","ORIGEN","1","0"
"T.T. DE CÚCUTA","BUS","LUJO","54001","54239","2022-09-23T00:00:00.000","14","ORIGEN","1","2"
"T.T. DE YARUMAL","MICROBUS","LUJO","05887","05001","2022-10-02T00:00:00.000","16","ORIGEN","1","17"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25649","2022-10-15T00:00:00.000","07","ORIGEN","1","9"
"T.T. DE MONTERÍA","BUS","LUJO","23001","23580","2022-07-19T00:00:00.000","05","ORIGEN","1","6"
"T.T. DE CHIQUINQUIRÁ","MICROBUS","LUJO","15176","15001","2022-09-30T00:00:00.000","12","ORIGEN","1","0"
"T.T. DE CALI","MICROBUS","BASICO","76001","76130","2022-07-26T00:00:00.000","18","ORIGEN","1","1"
"T.T. DE CALI","MICROBUS","BASICO","76001","76130","2022-07-26T00:00:00.000","18","ORIGEN","1","1"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05615","2022-09-18T00:00:00.000","12","ORIGEN","1","10"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05615","2022-09-18T00:00:00.000","12","ORIGEN","1","10"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05615","2022-09-18T00:00:00.000","12","ORIGEN","1","10"
"T.T. DE CARTAGENA","BUS","LUJO","13001","13468","2022-12-07T00:00:00.000","22","ORIGEN","1","28"
"T.T. DE ARMENIA","BUS","LUJO","08001","76001","2022-05-28T00:00:00.000","07","TRANSITO","1","0"
"T.T. DE CALI","BUS","BASICO","76001","52356","2022-06-22T00:00:00.000","21","ORIGEN","1","33"
"T.T. DE AGUACHICA","MICROBUS","LUJO","20011","68001","2022-10-04T00:00:00.000","09","ORIGEN","1","7"
"T.T. DE BOGOTÁ NORTE","MICROBUS","LUJO","11001","25843","2022-07-15T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE SOGAMOSO","MICROBUS","LUJO","15759","15238","2022-06-24T00:00:00.000","17","ORIGEN","1","8"
"T.T. DE BUGA","CAMIONETA","LUJO","76111","76306","2022-01-04T00:00:00.000","14","ORIGEN","1","8"
"T.T. DE BUGA","CAMIONETA","LUJO","76111","76306","2022-01-04T00:00:00.000","14","ORIGEN","1","8"
"T.T. DE BUGA","CAMIONETA","LUJO","76111","76306","2022-01-04T00:00:00.000","14","ORIGEN","1","8"
"T.T. DE CÚCUTA","CAMIONETA","LUJO","54001","54553","2022-07-14T00:00:00.000","13","ORIGEN","1","4"
"T.T. DE CÚCUTA","CAMIONETA","LUJO","54001","54553","2022-07-14T00:00:00.000","13","ORIGEN","1","4"
"T.T. DE MONTERÍA","BUS","LUJO","05001","13001","2022-01-13T00:00:00.000","06","TRANSITO","1","0"
"T.T. DE CARTAGENA","BUS","LUJO","13001","08001","2022-04-21T00:00:00.000","16","ORIGEN","1","26"
"T.T. DE CARTAGENA","BUS","LUJO","13001","08001","2022-04-21T00:00:00.000","16","ORIGEN","1","26"
"T.T. DE CARTAGENA","BUS","LUJO","13001","08001","2022-04-21T00:00:00.000","16","ORIGEN","1","26"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","73283","2022-01-20T00:00:00.000","06","ORIGEN","1","8"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63470","2022-11-21T00:00:00.000","17","ORIGEN","1","0"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63470","2022-11-21T00:00:00.000","17","ORIGEN","1","0"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63470","2022-11-21T00:00:00.000","17","ORIGEN","1","0"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63470","2022-11-21T00:00:00.000","17","ORIGEN","1","0"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63470","2022-11-21T00:00:00.000","17","ORIGEN","1","0"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63470","2022-11-21T00:00:00.000","17","ORIGEN","1","0"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63470","2022-11-21T00:00:00.000","17","ORIGEN","1","0"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63470","2022-11-21T00:00:00.000","17","ORIGEN","1","0"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63470","2022-11-21T00:00:00.000","17","ORIGEN","1","0"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63470","2022-11-21T00:00:00.000","17","ORIGEN","1","0"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63470","2022-11-21T00:00:00.000","17","ORIGEN","1","0"
"T.T. DE GIRARDOT","BUS","LUJO","25307","11001","2022-09-17T00:00:00.000","17","ORIGEN","1","9"
"T.T. DE GIRARDOT","BUS","LUJO","25307","11001","2022-09-17T00:00:00.000","17","ORIGEN","1","9"
"T.T. DE GIRARDOT","BUS","LUJO","25307","11001","2022-09-17T00:00:00.000","17","ORIGEN","1","9"
"T.T. DE BUCARAMANGA","BUS","LUJO","68001","05001","2022-10-05T00:00:00.000","19","ORIGEN","1","17"
"T.T. DE NEIVA","CAMIONETA","BASICO","41001","41872","2022-08-05T00:00:00.000","07","ORIGEN","1","0"
"T.T. DE SANTA MARTA","BUS","LUJO","47001","47288","2022-12-04T00:00:00.000","05","ORIGEN","1","6"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25875","2022-02-23T00:00:00.000","07","ORIGEN","1","3"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25307","2022-04-29T00:00:00.000","06","ORIGEN","1","5"
"T.T. DE ESPINAL","CAMIONETA","LUJO","73001","41001","2022-10-28T00:00:00.000","11","TRANSITO","1","0"
"T.T. DE CÚCUTA","BUS","LUJO","54001","08001","2022-03-05T00:00:00.000","12","ORIGEN","1","14"
"T.T. DE BUCARAMANGA","BUS","LUJO","68001","11001","2022-01-16T00:00:00.000","14","ORIGEN","1","11"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","68001","2022-09-14T00:00:00.000","22","ORIGEN","1","20"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","68001","2022-09-14T00:00:00.000","22","ORIGEN","1","20"
"T.T. DE BOGOTÁ SUR","BUS","LUJO","11001","73001","2022-04-01T00:00:00.000","09","TRANSITO","1","5"
"T.T. DE NEIVA","MICROBUS","BASICO","41001","41503","2022-09-09T00:00:00.000","14","ORIGEN","1","15"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15516","2022-10-15T00:00:00.000","18","ORIGEN","1","11"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15516","2022-10-15T00:00:00.000","18","ORIGEN","1","11"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15516","2022-10-15T00:00:00.000","18","ORIGEN","1","11"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15516","2022-10-15T00:00:00.000","18","ORIGEN","1","11"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15516","2022-10-15T00:00:00.000","18","ORIGEN","1","11"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15516","2022-10-15T00:00:00.000","18","ORIGEN","1","11"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05321","2022-04-12T00:00:00.000","10","ORIGEN","1","19"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05321","2022-04-12T00:00:00.000","10","ORIGEN","1","19"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05321","2022-04-12T00:00:00.000","10","ORIGEN","1","19"
"T.T. DE HONDA","CAMIONETA","LUJO","73349","17380","2022-04-19T00:00:00.000","10","ORIGEN","1","6"
"T.T. DE HONDA","CAMIONETA","LUJO","73349","17380","2022-04-19T00:00:00.000","10","ORIGEN","1","6"
"T.T. DE BOGOTÁ SUR","BUS","LUJO","11001","86320","2022-01-26T00:00:00.000","16","TRANSITO","1","8"
"T.T. DE BUENAVENTURA","CAMIONETA","BASICO","76109","76001","2022-04-19T00:00:00.000","09","ORIGEN","1","8"
"T.T. DE BUENAVENTURA","CAMIONETA","BASICO","76109","76001","2022-04-19T00:00:00.000","09","ORIGEN","1","8"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63401","2022-04-15T00:00:00.000","14","ORIGEN","1","16"
"T.T. DE MELGAR","BUS","BASICO","11001","25307","2022-08-28T00:00:00.000","21","TRANSITO","1","0"
"T.T. DE MELGAR","BUS","BASICO","11001","25307","2022-08-28T00:00:00.000","21","TRANSITO","1","0"
"T.T. DE MELGAR","BUS","BASICO","11001","25307","2022-08-28T00:00:00.000","21","TRANSITO","1","0"
"T.T. DE CÚCUTA","CAMIONETA","LUJO","54001","54498","2022-07-02T00:00:00.000","18","ORIGEN","1","4"
"T.T. DE MEDELLÍN SUR","BUS","BASICO","05001","05679","2022-11-15T00:00:00.000","13","ORIGEN","1","10"
"T.T. DE BOGOTÁ SUR","BUS","LUJO","11001","25001","2022-09-12T00:00:00.000","11","TRANSITO","1","12"
"T.T. DE BUCARAMANGA","BUS","LUJO","11001","47001","2022-03-22T00:00:00.000","09","TRANSITO","1","16"
"T.T. DE NEIVA","MICROBUS","BASICO","41001","41132","2022-10-01T00:00:00.000","10","ORIGEN","1","3"
"T.T. DE CALI","CAMIONETA","BASICO","76001","19001","2022-08-03T00:00:00.000","16","ORIGEN","1","5"
"T.T. DE BUCARAMANGA","BUSETA","BASICO","68001","68081","2022-06-30T00:00:00.000","16","ORIGEN","1","19"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63401","2022-12-01T00:00:00.000","12","ORIGEN","1","7"
"T.T. DE CARTAGENA","BUS","LUJO","13001","13052","2022-08-16T00:00:00.000","11","ORIGEN","2","31"
"T.T. DE SANTA MARTA","BUS","LUJO","47001","68001","2022-11-16T00:00:00.000","13","ORIGEN","1","12"
"T.T. DE MEDELLÍN SUR","BUS","LUJO","05001","63001","2022-01-03T00:00:00.000","04","ORIGEN","1","38"
"T.T. DE BOGOTÁ SUR","BUSETA","LUJO","11001","73001","2022-03-18T00:00:00.000","08","TRANSITO","1","8"
"T.T. DE NEIVA","MICROBUS","BASICO","41001","73349","2022-11-21T00:00:00.000","18","ORIGEN","1","4"
"T.T. DE NEIVA","MICROBUS","BASICO","41001","76001","2022-08-24T00:00:00.000","06","ORIGEN","1","19"
"T.T. DE BUCARAMANGA","BUSETA","BASICO","68001","68502","2022-10-21T00:00:00.000","07","ORIGEN","1","10"
"T.T. DE PEREIRA","BUS","LUJO","76001","17001","2022-08-11T00:00:00.000","12","TRANSITO","1","7"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15407","2022-08-29T00:00:00.000","14","ORIGEN","1","0"
"T.T. DE BOGOTÁ SUR","BUS","LUJO","11001","25805","2022-02-22T00:00:00.000","07","TRANSITO","1","5"
"T.T. DE ARMENIA","CAMIONETA","BASICO","63001","76147","2022-02-11T00:00:00.000","11","ORIGEN","1","6"
"T.T. DE CALI","MICROBUS","BASICO","76001","52835","2022-08-16T00:00:00.000","18","ORIGEN","1","8"
"T.T. DE IPIALES","AUTOMOVIL","BASICO","52356","52838","2022-10-26T00:00:00.000","14","ORIGEN","1","4"
"T.T. DE IPIALES","AUTOMOVIL","BASICO","52356","52838","2022-10-26T00:00:00.000","14","ORIGEN","1","4"
"T.T. DE PEREIRA","MICROBUS","LUJO","66001","66682","2022-12-26T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SUR","BUS","LUJO","11001","76001","2022-12-29T00:00:00.000","19","TRANSITO","1","27"
"T.T. DE IBAGUÉ","BUS","BASICO","73001","25307","2022-06-05T00:00:00.000","08","ORIGEN","1","6"
"T.T. DE OCAÑA","CAMIONETA","BASICO","54498","54398","2021-12-14T00:00:00.000","11","ORIGEN","1","6"
"T.T. DE VILLAVICENCIO","MICROBUS","LUJO","50001","11001","2022-04-01T00:00:00.000","11","ORIGEN","1","5"
"T.T. DE AGUAZUL","BUS","LUJO","81001","11001","2022-05-08T00:00:00.000","19","TRANSITO","1","0"
"T.T. DE NEIVA","BUS","LUJO","11001","86757","2022-11-20T00:00:00.000","21","TRANSITO","1","22"
"T.T. DE GIRARDOT","BUS","LUJO","25307","11001","2022-01-17T00:00:00.000","06","ORIGEN","1","4"
"T.T. DE BARRANQUILLA","BUS","LUJO","08001","44430","2022-07-09T00:00:00.000","00","ORIGEN","1","5"
"T.T. DE BUCARAMANGA","BUS","LUJO","68001","08001","2022-01-05T00:00:00.000","20","ORIGEN","1","12"
"T.T. DE DUITAMA","BUS","LUJO","11001","15759","2022-09-24T00:00:00.000","03","TRANSITO","1","10"
"T.T. DE PEREIRA","MICROBUS","LUJO","66001","17877","2022-10-15T00:00:00.000","19","ORIGEN","1","6"
"T.T. DE POPAYÁN","CAMIONETA","BASICO","19256","19450","2022-05-24T00:00:00.000","05","TRANSITO","1","6"
"T.T. DE MANIZALES","BUS","LUJO","17001","11001","2022-05-06T00:00:00.000","14","ORIGEN","1","29"
