"terminal","clase_vehiculo","nivel_servicio","municipio_origen_ruta","municipio_destino_ruta","fecha_despacho","hora_despacho","tipo_despacho","despachos","pasajeros"
"T.T. DE MELGAR","MICROBUS","LUJO","11001","73001","2022-04-23T00:00:00.000","07","TRANSITO","1","3"
"T.T. DE ARMENIA","BUS","LUJO","18001","66001","2022-03-31T00:00:00.000","08","TRANSITO","1","0"
"T.T. DE CALI","BUS","BASICO","76001","52356","2022-09-06T00:00:00.000","01","ORIGEN","1","2"
"T.T. DE NEIVA","CAMIONETA","BASICO","41001","41357","2022-10-01T00:00:00.000","05","ORIGEN","1","6"
"T.T. DE MELGAR","MICROBUS","BASICO","73449","73148","2022-09-21T00:00:00.000","20","ORIGEN","1","0"
"T.T. DE MELGAR","MICROBUS","BASICO","73449","73148","2022-09-21T00:00:00.000","20","ORIGEN","1","0"
"T.T. DE NEIVA","MICROBUS","BASICO","41001","11001","2022-01-10T00:00:00.000","21","ORIGEN","1","10"
"T.T. DE MEDELLÍN NORTE","BUS","BASICO","05001","05284","2022-12-14T00:00:00.000","09","ORIGEN","1","21"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05148","2022-04-06T00:00:00.000","15","ORIGEN","1","19"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05148","2022-04-06T00:00:00.000","15","ORIGEN","1","19"
"T.T. DE SANTA MARTA","BUS","LUJO","47001","08001","2022-11-25T00:00:00.000","16","ORIGEN","1","8"
"T.T. DE SANTA MARTA","BUS","LUJO","47001","08001","2022-11-25T00:00:00.000","16","ORIGEN","1","8"
"T.T. DE VALLEDUPAR","BUS","LUJO","20001","47001","2022-05-04T00:00:00.000","06","ORIGEN","1","8"
"T.T. DE BOGOTÁ NORTE","BUS","LUJO","11001","15759","2022-12-28T00:00:00.000","17","TRANSITO","1","22"
"T.T. DE NEIVA","BUS","BASICO","41001","20001","2022-04-05T00:00:00.000","15","ORIGEN","1","0"
"T.T. DE MEDELLÍN NORTE","BUS","BASICO","05001","05376","2022-06-19T00:00:00.000","16","ORIGEN","1","15"
"T.T. DE PEREIRA","BUS","LUJO","66001","76736","2022-08-28T00:00:00.000","09","ORIGEN","1","6"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","15804","2022-05-16T00:00:00.000","09","ORIGEN","1","1"
"T.T. DE BUGA","MICROBUS","LUJO","76111","76001","2022-02-04T00:00:00.000","04","ORIGEN","1","14"
"T.T. DE PEREIRA","CAMIONETA","LUJO","66001","17001","2022-05-23T00:00:00.000","20","ORIGEN","1","9"
"T.T. DE VILLAVICENCIO","MICROBUS","LUJO","11001","50568","2022-09-08T00:00:00.000","06","TRANSITO","1","3"
"T.T. DE GARZÓN","CAMIONETA","BASICO","41001","86568","2022-05-29T00:00:00.000","14","TRANSITO","1","8"
"T.T. DE PASTO","CAMPERO","BASICO","52001","52381","2022-04-12T00:00:00.000","14","ORIGEN","1","8"
"T.T. DE PEREIRA","MICROBUS","LUJO","66001","76147","2022-06-26T00:00:00.000","18","ORIGEN","1","3"
"T.T. DE BOGOTÁ NORTE","BUSETA","LUJO","11001","25295","2022-11-18T00:00:00.000","07","ORIGEN","1","5"
"T.T. DE SOCORRO","BUSETA","BASICO","68755","68001","2022-07-04T00:00:00.000","10","ORIGEN","1","15"
"T.T. DE CÚCUTA","BUS","LUJO","54001","54239","2022-08-15T00:00:00.000","07","ORIGEN","1","10"
"T.T. DE CAUCASIA","BUSETA","BASICO","05154","05001","2022-01-08T00:00:00.000","19","ORIGEN","1","26"
"T.T. DE MELGAR","BUS","BASICO","73449","11001","2022-01-30T00:00:00.000","17","ORIGEN","1","19"
"T.T. DE PASTO","AUTOMOVIL","BASICO","52001","52835","2022-10-02T00:00:00.000","04","ORIGEN","1","4"
"T.T. DE IBAGUÉ","BUSETA","LUJO","73001","11001","2022-03-25T00:00:00.000","02","ORIGEN","1","21"
"T.T. DE ARMENIA","MICROBUS","LUJO","63001","76001","2022-09-08T00:00:00.000","09","ORIGEN","1","5"
"T.T. DE BARRANQUILLA","BUS","LUJO","08001","44430","2022-09-28T00:00:00.000","06","ORIGEN","1","4"
"T.T. DE BARRANQUILLA","BUS","LUJO","08001","44430","2022-09-28T00:00:00.000","06","ORIGEN","1","4"
"T.T. DE CALI","MICROBUS","BASICO","76001","05240","2022-09-07T00:00:00.000","10","ORIGEN","1","8"
"T.T. DE VILLAGARZÓN","CAMIONETA","BASICO","86320","86001","2022-05-31T00:00:00.000","10","TRANSITO","1","4"
"T.T. DE PEREIRA","BUS","LUJO","66001","76001","2022-08-09T00:00:00.000","12","ORIGEN","1","9"
"T.T. DE SANTA MARTA","BUS","LUJO","47001","47189","2022-08-11T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE SANTA MARTA","BUS","LUJO","47001","47189","2022-08-11T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE SANTA MARTA","BUS","LUJO","47001","47189","2022-08-11T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE VILLAGARZÓN","CAMIONETA","BASICO","86320","86001","2022-02-01T00:00:00.000","18","ORIGEN","1","8"
"T.T. DE CALI","CAMIONETA","BASICO","76001","66001","2022-01-26T00:00:00.000","07","ORIGEN","1","8"
"T.T. DE TUNJA","BUS","LUJO","11001","15759","2022-08-20T00:00:00.000","19","TRANSITO","1","31"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","17001","2022-12-17T00:00:00.000","21","ORIGEN","1","25"
"T.T. DE ESPINAL","BUS","LUJO","41001","66001","2022-09-04T00:00:00.000","01","TRANSITO","1","1"
"T.T. DE MELGAR","BUS","BASICO","11001","41001","2022-01-16T00:00:00.000","07","TRANSITO","1","2"
"T.T. DE PASTO","MICROBUS","BASICO","52001","52356","2022-11-30T00:00:00.000","16","ORIGEN","2","38"
"T.T. DE BOGOTÁ SUR","BUS","LUJO","11001","25307","2022-04-02T00:00:00.000","20","TRANSITO","1","19"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15759","2022-07-21T00:00:00.000","11","ORIGEN","1","16"
"T.T. DE BOGOTÁ SUR","BUS","LUJO","11001","73585","2022-11-15T00:00:00.000","09","TRANSITO","1","6"
"T.T. DE BUCARAMANGA","BUSETA","BASICO","68001","11001","2022-10-01T00:00:00.000","06","ORIGEN","1","9"
"T.T. DE TULÚA","MICROBUS","BASICO","76834","76122","2022-02-17T00:00:00.000","19","ORIGEN","1","4"
"T.T. DE MANIZALES","MICROBUS","LUJO","17001","66001","2022-07-14T00:00:00.000","11","ORIGEN","1","12"
"T.T. DE GIRARDOT","BUS","LUJO","25307","11001","2022-08-16T00:00:00.000","16","ORIGEN","1","15"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","15759","2022-11-08T00:00:00.000","15","ORIGEN","1","20"
"T.T. DE VALLEDUPAR","AUTOMOVIL","LUJO","20001","20250","2022-02-04T00:00:00.000","11","ORIGEN","1","2"
"T.T. DE AGUAZUL","MICROBUS","LUJO","85410","85001","2022-01-30T00:00:00.000","15","TRANSITO","1","8"
"T.T. DE CALI","MICROBUS","BASICO","76001","19001","2022-01-22T00:00:00.000","07","ORIGEN","1","12"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15753","2022-10-01T00:00:00.000","15","ORIGEN","1","10"
"T.T. DE CARTAGENA","BUS","LUJO","13001","44430","2022-11-01T00:00:00.000","19","ORIGEN","1","24"
"T.T. DE IPIALES","AUTOMOVIL","BASICO","52356","52317","2022-02-18T00:00:00.000","09","ORIGEN","1","4"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","66682","2022-12-07T00:00:00.000","16","ORIGEN","1","12"
"T.T. DE PASTO","CAMPERO","BASICO","52001","52685","2022-05-25T00:00:00.000","05","ORIGEN","1","2"
"T.T. DE PEREIRA","BUS","LUJO","17001","76736","2022-04-10T00:00:00.000","13","TRANSITO","1","4"
"T.T. DE VILLAGARZÓN","CAMIONETA","BASICO","86320","52001","2022-02-13T00:00:00.000","06","ORIGEN","1","6"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","63001","2022-12-26T00:00:00.000","17","ORIGEN","1","18"
"T.T. DE FUSAGASUGA","BUS","LUJO","25307","11001","2022-04-13T00:00:00.000","10","TRANSITO","1","8"
"T.T. DE CALI","BUS","LUJO","76001","05001","2022-05-02T00:00:00.000","22","ORIGEN","1","6"
"T.T. DE CALI","BUS","BASICO","76001","47570","2022-04-19T00:00:00.000","06","ORIGEN","1","12"
"T.T. DE CALI","BUS","BASICO","76001","47570","2022-04-19T00:00:00.000","06","ORIGEN","1","12"
"T.T. DE CARTAGENA","MICROBUS","LUJO","13001","13244","2022-09-29T00:00:00.000","12","ORIGEN","1","10"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","25168","2022-08-02T00:00:00.000","09","ORIGEN","1","3"
"T.T. DE VILLAGARZÓN","CAMIONETA","BASICO","86320","86001","2022-12-08T00:00:00.000","14","TRANSITO","1","5"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","66682","2022-03-19T00:00:00.000","11","ORIGEN","1","1"
"T.T. DE CALI","BUS","BASICO","76001","76111","2022-08-28T00:00:00.000","15","ORIGEN","1","2"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15759","2022-04-21T00:00:00.000","17","ORIGEN","1","14"
"T.T. DE SOGAMOSO","MICROBUS","LUJO","15759","15542","2022-04-18T00:00:00.000","06","ORIGEN","1","1"
"T.T. DE BARRANQUILLA","BUS","LUJO","08001","47288","2022-07-08T00:00:00.000","11","ORIGEN","1","1"
"T.T. DE BARRANQUILLA","BUS","LUJO","08001","47288","2022-02-19T00:00:00.000","17","ORIGEN","1","15"
"T.T. DE PEREIRA","MICROBUS","LUJO","66001","66682","2022-06-22T00:00:00.000","12","ORIGEN","1","8"
"T.T. DE PEREIRA","MICROBUS","LUJO","66001","66682","2022-06-22T00:00:00.000","12","ORIGEN","1","8"
"T.T. DE OCAÑA","CAMIONETA","BASICO","54498","54001","2022-12-19T00:00:00.000","08","ORIGEN","1","9"
"T.T. DE OCAÑA","CAMIONETA","BASICO","54498","54001","2022-12-19T00:00:00.000","08","ORIGEN","1","9"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05697","2022-06-09T00:00:00.000","09","ORIGEN","1","7"
"T.T. DE PEREIRA","BUS","LUJO","66001","17001","2022-03-23T00:00:00.000","19","ORIGEN","1","15"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","41001","2022-01-21T00:00:00.000","15","ORIGEN","1","5"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25486","2022-10-08T00:00:00.000","08","ORIGEN","1","15"
"T.T. DE SOGAMOSO","MICROBUS","LUJO","15759","15533","2022-09-28T00:00:00.000","07","ORIGEN","1","6"
"T.T. DE ARMENIA","BUSETA","BASICO","63001","63212","2022-06-13T00:00:00.000","06","ORIGEN","1","4"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63690","2022-06-29T00:00:00.000","06","ORIGEN","1","1"
"T.T. DE PASTO","BUS","BASICO","52001","52203","2022-11-29T00:00:00.000","07","ORIGEN","1","8"
"T.T. DE CALI","MICROBUS","BASICO","76001","18756","2022-11-28T00:00:00.000","08","ORIGEN","1","5"
"T.T. DE SANTA MARTA","BUS","LUJO","44430","08001","2022-11-21T00:00:00.000","22","TRANSITO","1","4"
"T.T. DE CALI","BUS","BASICO","76001","47570","2022-05-17T00:00:00.000","08","ORIGEN","2","6"
"T.T. DE IPIALES","BUS","BASICO","52356","76001","2022-03-03T00:00:00.000","08","ORIGEN","1","21"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","73001","2022-01-09T00:00:00.000","18","ORIGEN","1","16"
"T.T. DE VILLAVICENCIO","BUS","LUJO","50001","11001","2022-05-16T00:00:00.000","19","ORIGEN","1","33"
"T.T. DE CALI","MICROBUS","BASICO","76001","76892","2022-11-24T00:00:00.000","16","ORIGEN","6","30"
"T.T. DE ARMENIA","BUS","LUJO","11001","66001","2022-09-16T00:00:00.000","20","TRANSITO","1","0"
"T.T. DE ESPINAL","BUS","LUJO","11001","86568","2022-04-18T00:00:00.000","23","TRANSITO","1","6"
"T.T. DE MEDELLÍN NORTE","BUS","BASICO","05001","05440","2022-12-08T00:00:00.000","21","ORIGEN","1","15"
"T.T. DE MEDELLÍN NORTE","BUS","BASICO","05001","05440","2022-12-08T00:00:00.000","21","ORIGEN","1","15"
"T.T. DE MEDELLÍN NORTE","BUS","BASICO","05001","05440","2022-12-08T00:00:00.000","21","ORIGEN","1","15"
"T.T. DE BOGOTÁ NORTE","BUS","LUJO","11001","15759","2022-04-25T00:00:00.000","09","TRANSITO","1","3"
"T.T. DE ESPINAL","BUS","LUJO","73168","11001","2022-07-06T00:00:00.000","07","ORIGEN","1","14"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15763","2022-12-12T00:00:00.000","08","ORIGEN","1","2"
"T.T. DE IPIALES","AUTOMOVIL","BASICO","52356","52227","2022-08-13T00:00:00.000","12","ORIGEN","1","4"
"T.T. DE IPIALES","AUTOMOVIL","BASICO","52356","52227","2022-08-13T00:00:00.000","12","ORIGEN","1","4"
"T.T. DE BOGOTÁ SUR","BUS","LUJO","11001","18592","2022-03-17T00:00:00.000","18","TRANSITO","1","9"
"T.T. DE SOGAMOSO","MICROBUS","LUJO","15759","15238","2022-02-27T00:00:00.000","10","ORIGEN","1","0"
"T.T. DE SOGAMOSO","MICROBUS","LUJO","15759","15238","2022-02-27T00:00:00.000","10","ORIGEN","1","0"
"T.T. DE VILLAVICENCIO","BUS","LUJO","50001","50568","2022-07-09T00:00:00.000","11","ORIGEN","1","31"
"T.T. DE GIRARDOT","MICROBUS","LUJO","25307","25001","2022-08-24T00:00:00.000","08","ORIGEN","1","5"
"T.T. DE BUCARAMANGA","BUSETA","BASICO","68001","54001","2022-10-08T00:00:00.000","23","ORIGEN","1","8"
"T.T. DE DUITAMA","BUS","LUJO","11001","15759","2022-02-07T00:00:00.000","17","TRANSITO","1","10"
"T.T. DE DUITAMA","BUS","LUJO","11001","15759","2022-02-07T00:00:00.000","17","TRANSITO","1","10"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","76147","2022-08-15T00:00:00.000","09","ORIGEN","1","3"
"T.T. DE BARRANQUILLA","BUS","LUJO","08001","23001","2022-03-28T00:00:00.000","09","ORIGEN","1","20"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15686","2022-10-13T00:00:00.000","10","ORIGEN","1","2"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05686","2022-10-15T00:00:00.000","12","ORIGEN","1","11"
"T.T. DE POPAYÁN","BUS","BASICO","76001","52001","2022-06-08T00:00:00.000","09","TRANSITO","1","8"
"T.T. DE VILLAVICENCIO","CAMIONETA","LUJO","50001","50313","2022-12-23T00:00:00.000","07","ORIGEN","1","1"
"T.T. DE VILLAVICENCIO","CAMIONETA","LUJO","50001","50313","2022-12-23T00:00:00.000","07","ORIGEN","1","1"
"T.T. DE APARTADÓ","CAMPERO","LUJO","05045","05045","2022-03-30T00:00:00.000","08","ORIGEN","1","5"
"T.T. DE APARTADÓ","CAMPERO","LUJO","05045","05045","2022-03-30T00:00:00.000","08","ORIGEN","1","5"
"T.T. DE IPIALES","BUS","LUJO","52356","76001","2022-05-07T00:00:00.000","16","ORIGEN","1","13"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","15176","2022-01-28T00:00:00.000","07","ORIGEN","1","3"
"T.T. DE FLORENCIA","AUTOMOVIL","LUJO","18001","18753","2022-03-03T00:00:00.000","09","ORIGEN","1","4"
"T.T. DE FLORENCIA","AUTOMOVIL","LUJO","18001","18753","2022-03-03T00:00:00.000","09","ORIGEN","1","4"
"T.T. DE FLORENCIA","AUTOMOVIL","LUJO","18001","18753","2022-03-03T00:00:00.000","09","ORIGEN","1","4"
"T.T. DE ARMENIA","MICROBUS","LUJO","76736","17001","2022-10-02T00:00:00.000","10","TRANSITO","1","6"
"T.T. DE POPAYÁN","MICROBUS","BASICO","19001","19473","2022-09-21T00:00:00.000","16","ORIGEN","1","18"
"T.T. DE POPAYÁN","MICROBUS","BASICO","19001","19473","2022-09-21T00:00:00.000","16","ORIGEN","1","18"
"T.T. DE POPAYÁN","MICROBUS","BASICO","19001","19473","2022-09-21T00:00:00.000","16","ORIGEN","1","18"
"T.T. DE GARZÓN","AUTOMOVIL","BASICO","41298","17524","2022-10-09T00:00:00.000","16","ORIGEN","1","4"
"T.T. DE ARMENIA","MICROBUS","LUJO","63001","66001","2022-10-02T00:00:00.000","14","ORIGEN","1","19"
"T.T. DE PEREIRA","MICROBUS","LUJO","66001","66682","2022-10-21T00:00:00.000","14","ORIGEN","1","4"
"T.T. DE MANIZALES","MICROBUS","LUJO","17001","66001","2022-01-22T00:00:00.000","08","ORIGEN","1","7"
"T.T. DE IPIALES","CAMIONETA","BASICO","52356","52317","2022-06-10T00:00:00.000","11","ORIGEN","1","8"
"T.T. DE ESPINAL","BUS","LUJO","73001","25307","2022-09-25T00:00:00.000","13","TRANSITO","1","10"
"T.T. DE CALI","BUSETA","BASICO","76001","76364","2022-12-04T00:00:00.000","05","ORIGEN","1","2"
"T.T. DE BOGOTÁ SUR","BUS","LUJO","11001","76001","2022-09-08T00:00:00.000","17","TRANSITO","1","8"
"T.T. DE VILLAGARZÓN","CAMIONETA","BASICO","86568","86001","2022-02-20T00:00:00.000","12","ORIGEN","1","5"
"T.T. DE VILLAGARZÓN","CAMIONETA","BASICO","86568","86001","2022-02-20T00:00:00.000","12","ORIGEN","1","5"
"T.T. DE SANTA MARTA","BUS","LUJO","47001","47980","2022-03-02T00:00:00.000","17","ORIGEN","1","0"
"T.T. DE FLORENCIA","AUTOMOVIL","LUJO","18001","18753","2022-03-14T00:00:00.000","08","ORIGEN","1","4"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05321","2022-05-29T00:00:00.000","16","ORIGEN","1","1"
"T.T. DE SOGAMOSO","MICROBUS","LUJO","15759","15047","2022-10-12T00:00:00.000","07","ORIGEN","1","1"
"T.T. DE SOGAMOSO","MICROBUS","LUJO","15759","15238","2022-08-02T00:00:00.000","12","ORIGEN","1","8"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05264","2022-09-16T00:00:00.000","15","ORIGEN","1","18"
"T.T. DE CHIQUINQUIRÁ","MICROBUS","LUJO","15176","15507","2022-11-01T00:00:00.000","14","ORIGEN","1","16"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25001","2022-02-27T00:00:00.000","08","ORIGEN","1","6"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25200","2022-08-17T00:00:00.000","10","ORIGEN","1","2"
"T.T. DE CALI","MICROBUS","BASICO","76001","76113","2022-07-26T00:00:00.000","14","ORIGEN","1","10"
"T.T. DE CALI","MICROBUS","BASICO","76001","76113","2022-07-26T00:00:00.000","14","ORIGEN","1","10"
"T.T. DE HONDA","MICROBUS","LUJO","17433","17380","2022-06-16T00:00:00.000","13","TRANSITO","1","3"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25288","2022-12-24T00:00:00.000","13","ORIGEN","1","4"
"T.T. DE BOGOTÁ NORTE","MICROBUS","LUJO","11001","25513","2022-09-03T00:00:00.000","05","TRANSITO","1","0"
"T.T. DE SANTA MARTA","BUS","LUJO","44430","08001","2022-12-11T00:00:00.000","17","TRANSITO","1","15"
"T.T. DE SANTA MARTA","BUS","LUJO","44430","08001","2022-12-11T00:00:00.000","17","TRANSITO","1","15"
"T.T. DE VILLAGARZÓN","CAMIONETA","BASICO","52001","86865","2022-01-15T00:00:00.000","13","TRANSITO","1","8"
"T.T. DE VILLAVICENCIO","CAMIONETA","LUJO","50001","50606","2022-12-26T00:00:00.000","06","ORIGEN","1","8"
"T.T. DE ESPINAL","CAMIONETA","LUJO","41001","73349","2022-07-07T00:00:00.000","15","TRANSITO","1","0"
"T.T. DE BUGA","BUSETA","LUJO","76001","63001","2022-05-20T00:00:00.000","16","TRANSITO","1","9"
"T.T. DE SOGAMOSO","MICROBUS","LUJO","15759","15047","2022-02-12T00:00:00.000","12","ORIGEN","1","3"
"T.T. DE MEDELLÍN NORTE","BUS","BASICO","05001","05670","2022-11-15T00:00:00.000","05","ORIGEN","1","10"
"T.T. DE MELGAR","BUSETA","BASICO","11001","73585","2022-10-22T00:00:00.000","20","TRANSITO","1","0"
"T.T. DE BOGOTÁ NORTE","BUSETA","LUJO","11001","68077","2022-07-18T00:00:00.000","17","TRANSITO","1","0"
"T.T. DE APARTADÓ","BUSETA","LUJO","05045","05837","2022-09-09T00:00:00.000","15","ORIGEN","1","9"
"T.T. DE PEREIRA","BUS","LUJO","76001","66001","2022-06-20T00:00:00.000","21","TRANSITO","1","6"
"T.T. DE CHIQUINQUIRÁ","MICROBUS","LUJO","11001","68077","2022-07-22T00:00:00.000","20","TRANSITO","2","12"
"T.T. DE GARZÓN","BUS","BASICO","08433","52835","2022-10-17T00:00:00.000","22","TRANSITO","1","39"
"T.T. DE CALI","MICROBUS","BASICO","76001","47570","2022-05-20T00:00:00.000","15","ORIGEN","1","1"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","66440","2022-12-02T00:00:00.000","06","ORIGEN","1","17"
"T.T. DE CHIQUINQUIRÁ","MICROBUS","LUJO","15176","15632","2022-04-29T00:00:00.000","15","ORIGEN","1","0"
"T.T. DE CHIQUINQUIRÁ","MICROBUS","LUJO","15176","15632","2022-04-29T00:00:00.000","15","ORIGEN","1","0"
"T.T. DE CHIQUINQUIRÁ","MICROBUS","LUJO","15176","15632","2022-04-29T00:00:00.000","15","ORIGEN","1","0"
"T.T. DE VALLEDUPAR","AUTOMOVIL","LUJO","20001","20060","2022-05-16T00:00:00.000","11","ORIGEN","1","4"
"T.T. DE VALLEDUPAR","AUTOMOVIL","LUJO","20001","20060","2022-05-16T00:00:00.000","11","ORIGEN","1","4"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05887","2022-06-14T00:00:00.000","07","ORIGEN","1","6"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","15299","2022-11-20T00:00:00.000","16","ORIGEN","1","6"
"T.T. DE ARMENIA","BUS","BASICO","63001","63190","2022-07-11T00:00:00.000","19","ORIGEN","1","0"
"T.T. DE IBAGUÉ","CAMPERO","LUJO","73001","11001","2022-07-09T00:00:00.000","12","ORIGEN","1","9"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","41396","2022-07-08T00:00:00.000","11","ORIGEN","1","9"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05440","2022-10-31T00:00:00.000","08","ORIGEN","1","11"
"T.T. DE CHIQUINQUIRÁ","BUSETA","LUJO","11001","68077","2022-07-12T00:00:00.000","13","TRANSITO","1","15"
"T.T. DE VALLEDUPAR","BUS","LUJO","20001","20178","2022-11-17T00:00:00.000","16","ORIGEN","1","20"
"T.T. DE SAN GIL","BUSETA","BASICO","68679","68229","2022-10-16T00:00:00.000","18","ORIGEN","1","0"
"T.T. DE SAN GIL","BUSETA","BASICO","68679","68229","2022-10-16T00:00:00.000","18","ORIGEN","1","0"
"T.T. DE SAN GIL","BUSETA","BASICO","68679","68229","2022-10-16T00:00:00.000","18","ORIGEN","1","0"
"T.T. DE SAN GIL","BUSETA","BASICO","68679","68229","2022-10-16T00:00:00.000","18","ORIGEN","1","0"
"T.T. DE SAN GIL","BUSETA","BASICO","68679","68229","2022-10-16T00:00:00.000","18","ORIGEN","1","0"
"T.T. DE SAN GIL","BUSETA","BASICO","68679","68229","2022-10-16T00:00:00.000","18","ORIGEN","1","0"
"T.T. DE NEIVA","CAMIONETA","BASICO","41001","41396","2022-01-22T00:00:00.000","19","ORIGEN","1","8"
"T.T. DE BOGOTÁ SUR","MICROBUS","LUJO","11001","25001","2022-12-05T00:00:00.000","15","TRANSITO","1","8"
"T.T. DE BOGOTÁ NORTE","BUS","LUJO","11001","15693","2022-06-30T00:00:00.000","16","TRANSITO","1","0"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15759","2022-04-18T00:00:00.000","07","ORIGEN","1","9"
"T.T. DE BOGOTÁ NORTE","BUS","LUJO","11001","81794","2022-08-10T00:00:00.000","22","TRANSITO","1","0"
"T.T. DE BOGOTÁ NORTE","BUS","LUJO","11001","81794","2022-08-10T00:00:00.000","22","TRANSITO","1","0"
"T.T. DE BUCARAMANGA","BUSETA","BASICO","68001","68081","2022-02-15T00:00:00.000","12","ORIGEN","1","3"
"T.T. DE NEIVA","BUS","LUJO","41551","66001","2022-06-20T00:00:00.000","01","TRANSITO","1","22"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","66682","2022-07-16T00:00:00.000","21","ORIGEN","1","4"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25001","2022-07-12T00:00:00.000","08","ORIGEN","1","1"
"T.T. DE MANIZALES","AUTOMOVIL","LUJO","17001","17653","2022-12-10T00:00:00.000","14","ORIGEN","1","4"
"T.T. DE MANIZALES","AUTOMOVIL","LUJO","17001","17653","2022-12-10T00:00:00.000","14","ORIGEN","1","4"
"T.T. DE MANIZALES","AUTOMOVIL","LUJO","17001","17653","2022-12-10T00:00:00.000","14","ORIGEN","1","4"
"T.T. DE IPIALES","BUS","BASICO","52356","76001","2022-10-08T00:00:00.000","20","ORIGEN","1","42"
"T.T. DE IPIALES","BUS","BASICO","52356","76001","2022-10-08T00:00:00.000","20","ORIGEN","1","42"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","73001","2022-11-04T00:00:00.000","23","ORIGEN","1","27"
"T.T. DE TUNJA","BUS","LUJO","85001","15759","2022-07-12T00:00:00.000","02","TRANSITO","1","0"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","66682","2022-01-16T00:00:00.000","06","ORIGEN","1","0"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","66682","2022-01-16T00:00:00.000","06","ORIGEN","1","0"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","66682","2022-01-16T00:00:00.000","06","ORIGEN","1","0"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","66682","2022-01-16T00:00:00.000","06","ORIGEN","1","0"
"T.T. DE MEDELLÍN NORTE","CAMIONETA","BASICO","05001","05615","2022-04-30T00:00:00.000","05","ORIGEN","1","8"
"T.T. DE MEDELLÍN NORTE","CAMIONETA","BASICO","05001","05615","2022-04-30T00:00:00.000","05","ORIGEN","1","8"
"T.T. DE VILLAVICENCIO","BUS","LUJO","50001","50568","2022-03-08T00:00:00.000","19","ORIGEN","1","12"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15837","2022-12-03T00:00:00.000","17","ORIGEN","1","8"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15837","2022-12-03T00:00:00.000","17","ORIGEN","1","8"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15837","2022-12-03T00:00:00.000","17","ORIGEN","1","8"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15837","2022-12-03T00:00:00.000","17","ORIGEN","1","8"
"T.T. DE FLORENCIA","MICROBUS","LUJO","18001","18247","2022-02-05T00:00:00.000","15","ORIGEN","1","8"
"T.T. DE VILLAVICENCIO","BUS","LUJO","50001","50573","2022-08-03T00:00:00.000","13","ORIGEN","1","2"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63594","2022-11-29T00:00:00.000","05","ORIGEN","2","6"
"T.T. DE PEREIRA","BUSETA","LUJO","63001","05001","2022-02-13T00:00:00.000","10","TRANSITO","1","13"
