"estacion_de_peaje","anio","mes","codigo_estacion","departamento","trafico_efectivo_i","trafico_efectivo_ie","trafico_efectivo_iea","trafico_efectivo_ieb","trafico_efectivo_iee","trafico_efectivo_ieq","trafico_efectivo_ii","trafico_efectivo_iia","trafico_efectivo_iie","trafico_efectivo_iiee","trafico_efectivo_iieq","trafico_efectivo_iie_rev","trafico_efectivo_iii","trafico_efectivo_iiie","trafico_efectivo_iiip","trafico_efectivo_iiig","trafico_efectivo_iv","trafico_efectivo_vi","trafico_efectivo_vii","trafico_efectivo_ieb_2","trafico_efectivo_ive","trafico_efectivo_v","trafico_efectivo_v_b","trafico_efectivo_v_b_a","trafico_efectivo_v_e","trafico_total","vehiculos_iprev_i","vehiculos_iprev_ie","vehiculos_iprev_iea","vehiculos_iprev_ieb","vehiculos_iprev_ieq","vehiculos_iprev_ii","vehiculos_iprev_iie","vehiculos_iprev_iiee","vehiculos_iprev_iieq","vehiculos_iprev_iii","vehiculos_iprev_iiie","vehiculos_iprev_iiip","vehiculos_iprev_iiig","vehiculos_iprev_iv","vehiculos_iprev_ive","vehiculos_iprev_v","vehiculos_iprev_vb","vehiculos_iprev_ve","vehiculos_iprev_vi","vehiculos_iprev_vii","total_veh_iprev","ejes_iprev_ejes_grua","ejes_iprev_ejes_remolque","ejes_iprev_ejes_adicionales","ejes_iprev_ejes_caneros","total_ejes","ejes_efectivo_ejes_grua","ejes_efectivo_ejes_remolque","ejes_efectivo_ejes_adicionales","ejes_efectivo_ejes_caneros","total_ejes_2","tiquetes_prepago_i","tiquetes_prepago_ie","tiquetes_prepago_iea","tiquetes_prepago_ieb","tiquetes_prepago_ieq","tiquetes_prepago_ii","tiquetes_prepago_iii","tiquetes_prepago_iie","tiquetes_prepago_iiee","tiquetes_prepago_iieq","tiquetes_prepago_iii_2","tiquetes_prepago_iiie","tiquetes_prepago_iiip","tiquetes_prepago_iiig","tiquetes_prepago_iv","tiquetes_prepago_ive","tiquetes_prepago_v","tiquetes_prepago_vb","tiquetes_prepago_ve","tiquetes_prepago_vi","tiquetes_prepago_vii","total_prepagos","evasores_unidad_i","evasores_unidad_ie","evasores_unidad_iea","evasores_unidad_ieb","evasores_unidad_ieq","evasores_unidad_ii","evasores_unidad_iie","evasores_unidad_iiee","evasores_unidad_iieq","evasores_unidad_iii","evasores_unidad_iiie","evasores_unidad_iiig","evasores_unidad_iiip","evasores_unidad_iv","evasores_unidad_ive","evasores_unidad_v","evasores_unidad_vi","evasores_unidad_vii","evasores_unidad_vb","evasores_unidad_ve","total_evasores","veh_res_3694_de_2007_ie","veh_res_3694_de_2007_iie","veh_res_3694_de_2007_total","total_veh_efectivo_prepagos","exentos_res0000015_koran","exentos_ley_787_2002_i","exentos_ley_787_2002_ii","exentos_ley_787_2002_iii","exentos_ley_787_2002_iiip","exentos_ley_787_2002_iiig","exentos_ley_787_2002_iv","exentos_ley_787_2002_v","exentos_ley_787_2002_vb","exentos_ley_787_2002_vi","exentos_ley_787_2002_vii","exentos_ley_787_2002_total","ea","eg","er","total_veh_efectivo_prepagos_1","exentos_res0000015_koran_1","exentos_emergencia_vial_cat","exentos_emergencia_vial_cat_1","exentos_emergencia_vial_total","exonerados_invias_i","exonerados_invias_ii","exonerados_invias_iii","exonerados_invias_iv","exonerados_invias_v","exonerados_invias_vi","exonerados_invias_vii","exonerados_invias_iiip","exonerados_invias_iiig","total_exonerados_invias"
"PRIMAVERA","2012","Agosto","00025","ANTIOQUIA","67186","0",,,"0",,"47540","0","0","0",,,"8101","0",,,"5234","0","0",,,"12068",,,,"140129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1215173300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PUERTO BERRIO","2012","Agosto","00026","ANTIOQUIA","14390","2147",,,"0",,"12509","0","219","0",,,"1171","0",,,"1012","0","0",,,"1914",,,,"33362",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 262163000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO BLANCO","2012","Agosto","00027","SANTANDER","35990","0",,,"0",,"25186","0","0","0",,,"3421","0",,,"3468","0","0",,,"14282",,,,"82347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 829497000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO FRIO","2012","Agosto","00028","VALLE","16381","0",,,"0",,"6722","0","0","0",,,"2846","0",,,"1220","0","0",,,"2059",,,,"29228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 260264900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO SOGAMOSO","2012","Agosto","00029","SANTANDER","76974","140",,,"0",,"40266","0","58","0",,,"3601","0",,,"2832","0","0",,,"5395",,,,"129266",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1006300000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SACHICA","2012","Agosto","00030","BOYACA","56557","0",,,"0",,"12122","0","0","0",,,"496","0",,,"399","0","0",,,"1044",,,,"70618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 475351600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN CLEMENTE","2012","Agosto","00031","CALDAS","12474","0",,,"0",,"8596","0","0","0",,,"645","0",,,"374","0","0",,,"1026",,,,"23115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 174910900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN JUAN","2012","Agosto","00032","GUAJIRA","17097","117482",,,"0",,"14764","0","0","0",,,"610","0",,,"622","0","0",,,"1388",,,,"151963",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 453179600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN ONOFRE","2012","Agosto","00033","SUCRE","9799","0",,,"0",,"9169","0","0","0",,,"1760","0",,,"1258","0","0",,,"2137",,,,"24123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 211531300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN PEDRO","2012","Agosto","00034","CASANARE","36075","2133",,,"0",,"18900","0","0","0",,,"4789","0",,,"14741","0","0",,,"10443",,,,"87081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 941692900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SUPIA","2012","Agosto","00035","CALDAS","47939","0",,,"0",,"41367","0","0","0",,,"6822","0",,,"5141","0","0",,,"12317",,,,"113586",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1036805900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARAZA","2012","Agosto","00036","ANTIOQUIA","25924","2881",,,"0",,"26274","0","0","0",,,"5782","0",,,"5307","0","0",,,"13077",,,,"79245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 827726600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TORO","2012","Agosto","00037","VALLE","8946","3232",,,"0",,"3622","0","0","0",,,"1364","0",,,"399","0","0",,,"808",,,,"18371",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 156932900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"YUCAO","2012","Agosto","00038","META","18748","0",,,"0",,"9081","0","0","0",,,"8744","0",,,"13344","0","0",,,"7732",,,,"57649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 664300100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL CARMEN","2012","Agosto","00044","BOLIVAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CASA BLANCA","2012","Agosto","00039","CUNDINAMARCA","143488","0",,,"0",,"64602","0","0","0",,,"9083","0",,,"4891","0","0",,,"11313",,,,"233377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1897673600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SABOYA","2012","Agosto","#N/D","BOYACA","43272","849",,,"0",,"28922","0","62","0",,,"2882","0",,,"2997","0","0",,,"6294",,,,"85278",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 747759700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OIBA","2012","Agosto","00041","SANTANDER","41134","5239",,,"0",,"35504","0","64","0",,,"3721","0",,,"4169","0","0",,,"12421",,,,"102252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 977621300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN GIL","2012","Agosto","00042","SANTANDER","59083","0",,,"0",,"44080","0","0","0",,,"4304","0",,,"4188","0","0",,,"12327",,,,"123982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1152880100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS CUROS","2012","Agosto","00043","SANTANDER","60652","0",,,"0",,"45686","0","0","0",,,"6140","0",,,"4630","0","0",,,"12376",,,,"129484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1216808800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ACAPULCO","2012","Septiembre","00001","RISARALDA","42907","0",,,"0",,"17034","0","0","0",,,"773","0",,,"427","0","0",,,"975",,,,"62116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 425803700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ALTAMIRA","2012","Septiembre","00002","HUILA","34734","6196",,,"0",,"22749","0","0","0",,,"2220","0",,,"1980","0","0",,,"2974",,,,"70853",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 530603800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ALVARADO","2012","Septiembre","00003","TOLIMA","68625","2093",,,"0",,"26982","0","0","0",,,"2856","0",,,"7182","0","0",,,"11455",,,,"119193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1064887900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AMAGA","2012","Septiembre","00004","ANTIOQUIA","90822","0",,,"0",,"36422","0","4406","0",,,"3832","2416",,,"371","0","0",,,"1118",,,,"139387",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 938324900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARCABUCO","2012","Septiembre","00005","BOYACA","39162","0",,,"0",,"21441","0","0","0",,,"1506","0",,,"1467","0","0",,,"6245",,,,"69821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 572784900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BICENTENARIO","2012","Septiembre","00006","CUNDINAMARCA","38799","1066",,,"0",,"50069","0","130","0",,,"11237","0",,,"17313","0","0",,,"26475",,,,"145089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 889362100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAJAMARCA","2012","Septiembre","00007","TOLIMA","32406","0",,,"0",,"54205","0","0","0",,,"17774","0",,,"9778","0","0",,,"29088",,,,"143251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1657192200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CALAMAR","2012","Septiembre","00008","BOLIVAR","24816","42",,,"0",,"23426","0","0","0",,,"2107","0",,,"2807","0","0",,,"8465",,,,"61663",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 576623200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CARIMAGUA","2012","Septiembre","00009","CORDOBA","17097","0",,,"0",,"19306","0","0","0",,,"5800","0",,,"4939","0","0",,,"12904",,,,"60046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 702036100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CASETABLA","2012","Septiembre","00010","META","27723","0",,,"0",,"12090","0","0","0",,,"7774","0",,,"16158","0","0",,,"10156",,,,"73901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 789111100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CISNEROS","2012","Septiembre","00011","ANTIOQUIA","16428","1479",,,"0",,"13570","0","497","0",,,"1459","0",,,"1063","0","0",,,"1986",,,,"36482",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 281882000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRUCERO","2012","Septiembre","00012","BOYACA","16515","8160",,,"0",,"11248","0","4866","0",,,"915","0",,,"335","0","0",,,"395",,,,"42434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 230192100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL BORDO","2012","Septiembre","00013","CAUCA","19968","0",,,"0",,"25651","0","0","0",,,"3665","0",,,"2464","0","0",,,"6659",,,,"58407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 551225200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HONDA","2012","Septiembre","00014","TOLIMA","46867","5792",,,"0",,"30930","0","0","0",,,"3316","0",,,"7850","0","0",,,"12178",,,,"106933",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 974649900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA APARTADA","2012","Septiembre","00015","CORDOBA","47488","0",,,"0",,"31344","0","0","0",,,"6687","0",,,"5234","0","0",,,"13598",,,,"104351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 992431500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA CABAÑA","2012","Septiembre","00016","CUNDINAMARCA","29927","0",,,"0",,"306","0","5864","0",,,"1044","0",,,"1209","1467","0",,,"353",,,,"40170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 383454400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA ESPERANZA","2012","Septiembre","00017","SUCRE","38870","3599",,,"0",,"19760","0","0","0",,,"2179","0",,,"1019","0","0",,,"1657",,,,"67084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 470507400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA PINTADA","2012","Septiembre","00018","ANTIOQUIA","5904","0",,,"0",,"4000","0","0","0",,,"668","0",,,"43","0","0",,,"621",,,,"11236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 87917700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS CAUCHOS","2012","Septiembre","00019","HUILA","71636","9636",,,"0",,"36320","0","0","0",,,"3220","0",,,"2670","0","0",,,"3821",,,,"127303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 912376400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS LLANOS","2012","Septiembre","00020","ANTIOQUIA","25678","1053",,,"0",,"30514","0","2158","0",,,"6817","0",,,"5082","0","0",,,"13266",,,,"84568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 869997700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MACHETA","2012","Septiembre","00021","CUNDINAMARCA","26366","30",,,"0",,"12651","0","4","0",,,"2289","0",,,"1720","0","0",,,"963",,,,"44023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 346727600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MATA DE CAÑA","2012","Septiembre","00022","CORDOBA","40262","0",,,"0",,"17312","0","0","0",,,"1050","0",,,"417","0","0",,,"348",,,,"59389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 401709500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS PATIOS","2012","Septiembre","#N/D","CUNDINAMARCA","86483","24801",,,"0",,"1035","7422","8634","0",,,"1886","0",,,"189","5","0",,,"1",,,,"130456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 873280500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PICACHO","2012","Septiembre","00024","SANTANDER","30143","0",,,"0",,"22792","0","0","0",,,"2427","0",,,"1601","0","0",,,"4932",,,,"61895",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 526441100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRIMAVERA","2012","Septiembre","00025","ANTIOQUIA","54372","0",,,"0",,"44655","0","0","0",,,"8304","0",,,"5327","0","0",,,"12112",,,,"124770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1120420900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PUERTO BERRIO","2012","Septiembre","00026","ANTIOQUIA","12571","2074",,,"0",,"12435","0","151","0",,,"1552","0",,,"1062","0","0",,,"1983",,,,"31828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 257593500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO BLANCO","2012","Septiembre","00027","SANTANDER","32819","0",,,"0",,"23087","0","0","0",,,"3407","0",,,"3488","0","0",,,"12359",,,,"75160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 753614500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO FRIO","2012","Septiembre","00028","VALLE","14198","0",,,"0",,"6335","0","0","0",,,"3874","0",,,"1113","0","0",,,"1679",,,,"27199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 248307100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO SOGAMOSO","2012","Septiembre","00029","SANTANDER","72481","164",,,"0",,"39398","0","28","0",,,"3544","0",,,"2526","0","0",,,"6126",,,,"124267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 978637700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SACHICA","2012","Septiembre","00030","BOYACA","43431","0",,,"0",,"11367","0","0","0",,,"497","0",,,"310","0","0",,,"673",,,,"56278",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 378062200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN CLEMENTE","2012","Septiembre","00031","CALDAS","11290","0",,,"0",,"8520","0","0","0",,,"662","0",,,"411","0","0",,,"951",,,,"21834",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 166271900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN JUAN","2012","Septiembre","00032","GUAJIRA","14865","115423",,,"0",,"13632","0","0","0",,,"1618","0",,,"738","0","0",,,"1466",,,,"147742",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 446107400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN ONOFRE","2012","Septiembre","00033","SUCRE","8210","0",,,"0",,"7984","0","0","0",,,"1464","0",,,"1001","0","0",,,"1527",,,,"20186",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 172588300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN PEDRO","2012","Septiembre","00034","CASANARE","32747","2235",,,"0",,"17786","0","0","0",,,"4601","0",,,"15895","0","0",,,"11567",,,,"84831",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 955184900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SUPIA","2012","Septiembre","00035","CALDAS","36426","0",,,"0",,"39037","0","0","0",,,"7003","0",,,"5248","0","0",,,"12042",,,,"99756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 947132500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARAZA","2012","Septiembre","00036","ANTIOQUIA","22112","2699",,,"0",,"25484","0","0","0",,,"6045","0",,,"5061","0","0",,,"13294",,,,"74695",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 800642400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TORO","2012","Septiembre","00037","VALLE","7638","3114",,,"0",,"3476","0","0","0",,,"931","0",,,"400","0","0",,,"736",,,,"16295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 127193100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"YUCAO","2012","Septiembre","00038","META","18375","0",,,"0",,"9172","0","0","0",,,"7304","0",,,"15921","0","0",,,"9513",,,,"60285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 722686300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL CARMEN","2012","Septiembre","00044","BOLIVAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CASA BLANCA","2012","Septiembre","00039","CUNDINAMARCA","124653","0",,,"0",,"60530","0","0","0",,,"9378","0",,,"4759","0","0",,,"10728",,,,"210048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1738625700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SABOYA","2012","Septiembre","#N/D","BOYACA","33977","839",,,"0",,"27029","0","60","0",,,"2348","0",,,"2932","0","0",,,"5668",,,,"72853",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 649471100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OIBA","2012","Septiembre","00041","SANTANDER","31905","5633",,,"0",,"33081","0","85","0",,,"3423","0",,,"4293","0","0",,,"11400",,,,"89820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 874743300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN GIL","2012","Septiembre","00042","SANTANDER","47716","0",,,"0",,"41492","0","0","0",,,"3982","0",,,"4266","0","0",,,"11562",,,,"109018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1040449700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
