"estacion_de_peaje","anio","mes","codigo_estacion","departamento","trafico_efectivo_i","trafico_efectivo_ie","trafico_efectivo_iea","trafico_efectivo_ieb","trafico_efectivo_iee","trafico_efectivo_ieq","trafico_efectivo_ii","trafico_efectivo_iia","trafico_efectivo_iie","trafico_efectivo_iiee","trafico_efectivo_iieq","trafico_efectivo_iie_rev","trafico_efectivo_iii","trafico_efectivo_iiie","trafico_efectivo_iiip","trafico_efectivo_iiig","trafico_efectivo_iv","trafico_efectivo_vi","trafico_efectivo_vii","trafico_efectivo_ieb_2","trafico_efectivo_ive","trafico_efectivo_v","trafico_efectivo_v_b","trafico_efectivo_v_b_a","trafico_efectivo_v_e","trafico_total","vehiculos_iprev_i","vehiculos_iprev_ie","vehiculos_iprev_iea","vehiculos_iprev_ieb","vehiculos_iprev_ieq","vehiculos_iprev_ii","vehiculos_iprev_iie","vehiculos_iprev_iiee","vehiculos_iprev_iieq","vehiculos_iprev_iii","vehiculos_iprev_iiie","vehiculos_iprev_iiip","vehiculos_iprev_iiig","vehiculos_iprev_iv","vehiculos_iprev_ive","vehiculos_iprev_v","vehiculos_iprev_vb","vehiculos_iprev_ve","vehiculos_iprev_vi","vehiculos_iprev_vii","total_veh_iprev","ejes_iprev_ejes_grua","ejes_iprev_ejes_remolque","ejes_iprev_ejes_adicionales","ejes_iprev_ejes_caneros","total_ejes","ejes_efectivo_ejes_grua","ejes_efectivo_ejes_remolque","ejes_efectivo_ejes_adicionales","ejes_efectivo_ejes_caneros","total_ejes_2","tiquetes_prepago_i","tiquetes_prepago_ie","tiquetes_prepago_iea","tiquetes_prepago_ieb","tiquetes_prepago_ieq","tiquetes_prepago_ii","tiquetes_prepago_iii","tiquetes_prepago_iie","tiquetes_prepago_iiee","tiquetes_prepago_iieq","tiquetes_prepago_iii_2","tiquetes_prepago_iiie","tiquetes_prepago_iiip","tiquetes_prepago_iiig","tiquetes_prepago_iv","tiquetes_prepago_ive","tiquetes_prepago_v","tiquetes_prepago_vb","tiquetes_prepago_ve","tiquetes_prepago_vi","tiquetes_prepago_vii","total_prepagos","evasores_unidad_i","evasores_unidad_ie","evasores_unidad_iea","evasores_unidad_ieb","evasores_unidad_ieq","evasores_unidad_ii","evasores_unidad_iie","evasores_unidad_iiee","evasores_unidad_iieq","evasores_unidad_iii","evasores_unidad_iiie","evasores_unidad_iiig","evasores_unidad_iiip","evasores_unidad_iv","evasores_unidad_ive","evasores_unidad_v","evasores_unidad_vi","evasores_unidad_vii","evasores_unidad_vb","evasores_unidad_ve","total_evasores","veh_res_3694_de_2007_ie","veh_res_3694_de_2007_iie","veh_res_3694_de_2007_total","total_veh_efectivo_prepagos","exentos_res0000015_koran","exentos_ley_787_2002_i","exentos_ley_787_2002_ii","exentos_ley_787_2002_iii","exentos_ley_787_2002_iiip","exentos_ley_787_2002_iiig","exentos_ley_787_2002_iv","exentos_ley_787_2002_v","exentos_ley_787_2002_vb","exentos_ley_787_2002_vi","exentos_ley_787_2002_vii","exentos_ley_787_2002_total","ea","eg","er","total_veh_efectivo_prepagos_1","exentos_res0000015_koran_1","exentos_emergencia_vial_cat","exentos_emergencia_vial_cat_1","exentos_emergencia_vial_total","exonerados_invias_i","exonerados_invias_ii","exonerados_invias_iii","exonerados_invias_iv","exonerados_invias_v","exonerados_invias_vi","exonerados_invias_vii","exonerados_invias_iiip","exonerados_invias_iiig","total_exonerados_invias"
"CALAMAR","2012","Julio","00008","BOLIVAR","30182","64",,,"0",,"23577","0","0","0",,,"2283","0",,,"3525","0","0",,,"8917",,,,"68548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 636604400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CARIMAGUA","2012","Julio","00009","CORDOBA","22713","0",,,"0",,"19575","0","0","0",,,"6570","0",,,"5002","0","0",,,"12716",,,,"66576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 748109700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CASETABLA","2012","Julio","00010","META","28239","0",,,"0",,"11316","0","0","0",,,"7363","0",,,"12424","0","0",,,"8104",,,,"67446",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 663778300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CISNEROS","2012","Julio","00011","ANTIOQUIA","20631","1371",,,"0",,"13853","0","441","0",,,"1246","0",,,"1080","0","0",,,"1948",,,,"40570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 306503700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRUCERO","2012","Julio","00012","BOYACA","26330","8251",,,"0",,"14134","0","4766","0",,,"1625","0",,,"1704","0","0",,,"2894",,,,"59704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 400065900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL BORDO","2012","Julio","00013","CAUCA","28098","0",,,"0",,"28808","0","0","0",,,"3535","0",,,"2191","0","0",,,"6443",,,,"69075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 614821400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HONDA","2012","Julio","00014","TOLIMA","63290","5350",,,"0",,"32826","0","0","0",,,"3112","0",,,"7460","0","0",,,"11894",,,,"123932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1074224200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA APARTADA","2012","Julio","00015","CORDOBA","58306","0",,,"0",,"32066","0","0","0",,,"6766","0",,,"5162","0","0",,,"13396",,,,"115696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1060948600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA CABAÑA","2012","Julio","00016","CUNDINAMARCA","32173","0",,,"0",,"272","0","5719","0",,,"919","0",,,"896","1399","0",,,"465",,,,"41843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 389397000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA ESPERANZA","2012","Julio","00017","SUCRE","45698","3528",,,"0",,"21072","0","0","0",,,"2657","0",,,"1369","0","0",,,"2845",,,,"77169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 560600200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA PINTADA","2012","Julio","00018","ANTIOQUIA","7581","0",,,"0",,"3946","0","0","0",,,"635","0",,,"58","0","0",,,"597",,,,"12817",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 97415400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS CAUCHOS","2012","Julio","00019","HUILA","83917","9749",,,"0",,"36859","0","0","0",,,"3590","0",,,"3285","0","0",,,"3943",,,,"141343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1013416100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS LLANOS","2012","Julio","00020","ANTIOQUIA","36361","1047",,,"0",,"31511","0","2291","0",,,"6647","0",,,"5061","0","0",,,"13064",,,,"95982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 939680300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MACHETA","2012","Julio","00021","CUNDINAMARCA","31830","16",,,"0",,"12564","0","15","0",,,"2006","0",,,"1114","0","0",,,"424",,,,"47969",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 354619400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MATA DE CAÑA","2012","Julio","00022","CORDOBA","50675","0",,,"0",,"18636","0","0","0",,,"892","0",,,"449","0","0",,,"417",,,,"71069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 476030800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS PATIOS","2012","Julio","#N/D","CUNDINAMARCA","84207","21105",,,"0",,"746","7065","7425","0",,,"1938","0",,,"154","4","0",,,"2",,,,"122646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 828566600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PICACHO","2012","Julio","00024","SANTANDER","34810","0",,,"0",,"24223","0","0","0",,,"2153","0",,,"1369","0","0",,,"4249",,,,"66804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 544501800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRIMAVERA","2012","Julio","00025","ANTIOQUIA","74513","0",,,"0",,"47394","0","0","0",,,"8573","0",,,"5518","0","0",,,"12247",,,,"148245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1276261600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS CAUCHOS","2016","Octubre","00019","HUILA",,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PUERTO BERRIO","2012","Julio","00026","ANTIOQUIA","15885","2136",,,"0",,"12346","0","158","0",,,"1278","0",,,"1062","0","0",,,"1954",,,,"34819",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 273996500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO BLANCO","2012","Julio","00027","SANTANDER","39432","0",,,"0",,"25535","0","0","0",,,"3680","0",,,"3975","0","0",,,"16516",,,,"89138",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 915230200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO FRIO","2012","Julio","00028","VALLE","17211","0",,,"0",,"6280","0","0","0",,,"2838","0",,,"1452","0","0",,,"2243",,,,"30024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 272459100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO SOGAMOSO","2012","Julio","00029","SANTANDER","79046","132",,,"0",,"39641","0","68","0",,,"3452","0",,,"1711","0","0",,,"3146",,,,"127196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 944416200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SACHICA","2012","Julio","00030","BOYACA","60527","0",,,"0",,"11969","0","0","0",,,"423","0",,,"336","0","0",,,"1155",,,,"74410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 499421000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN CLEMENTE","2012","Julio","00031","CALDAS","13594","0",,,"0",,"9050","0","0","0",,,"962","0",,,"569","0","0",,,"1388",,,,"25563",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 200897300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN JUAN","2012","Julio","00032","GUAJIRA","18329","116690",,,"0",,"14259","0","0","0",,,"794","0",,,"749","0","0",,,"1325",,,,"152146",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 460222000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN ONOFRE","2012","Julio","00033","SUCRE","12055","0",,,"0",,"9753","0","0","0",,,"1933","0",,,"1210","0","0",,,"1515",,,,"26466",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 217585400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN PEDRO","2012","Julio","00034","CASANARE","37581","2279",,,"0",,"17567","0","0","0",,,"4109","0",,,"15000","0","0",,,"7282",,,,"83818",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 870387300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SUPIA","2012","Julio","00035","CALDAS","51568","0",,,"0",,"41256","0","0","0",,,"7337","0",,,"5413","0","0",,,"12505",,,,"118079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1075449200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARAZA","2012","Julio","00036","ANTIOQUIA","32053","2923",,,"0",,"26305","0","0","0",,,"5885","0",,,"5012","0","0",,,"13069",,,,"85247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 863840900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TORO","2012","Julio","00037","VALLE","8336","3218",,,"0",,"3606","0","0","0",,,"1039","0",,,"480","0","0",,,"1107",,,,"17786",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 143833100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"YUCAO","2012","Julio","00038","META","19339","0",,,"0",,"9027","0","0","0",,,"6669","0",,,"12271","0","0",,,"7621",,,,"54927",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 602674200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL CARMEN","2012","Julio","00044","BOLIVAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CASA BLANCA","2012","Julio","00039","CUNDINAMARCA","159708","0",,,"0",,"65405","0","0","0",,,"10557","0",,,"4926","0","0",,,"11345",,,,"251941",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 2032317300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SABOYA","2012","Julio","#N/D","BOYACA","53726","806",,,"0",,"29385","0","62","0",,,"2600","0",,,"2920","0","0",,,"6463",,,,"95962",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 814029100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OIBA","2012","Julio","00041","SANTANDER","51190","5374",,,"0",,"35043","0","0","0",,,"3472","0",,,"4035","0","0",,,"13398",,,,"112512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1055278800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN GIL","2012","Julio","00042","SANTANDER","70453","0",,,"0",,"43564","0","0","0",,,"4267","0",,,"4052","0","0",,,"13328",,,,"135664",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1242806900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS CUROS","2012","Julio","00043","SANTANDER","71260","0",,,"0",,"45053","0","0","0",,,"5809","0",,,"4582","0","0",,,"13548",,,,"140252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1302137600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ACAPULCO","2012","Agosto","00001","RISARALDA","47388","0",,,"0",,"17411","0","0","0",,,"674","0",,,"382","0","0",,,"1073",,,,"66928",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 456424200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ALTAMIRA","2012","Agosto","00002","HUILA","36808","6297",,,"0",,"23360","0","0","0",,,"2306","0",,,"2879","0","0",,,"3378",,,,"75028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 575404800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ALVARADO","2012","Agosto","00003","TOLIMA","76983","2083",,,"0",,"28171","0","0","0",,,"2929","0",,,"6566","0","0",,,"10312",,,,"127044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1093129300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AMAGA","2012","Agosto","00004","ANTIOQUIA","96257","0",,,"0",,"39205","0","5025","0",,,"3842","2772",,,"328","0","0",,,"1000",,,,"148429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 992618900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARCABUCO","2012","Agosto","00005","BOYACA","44887","0",,,"0",,"22995","0","0","0",,,"1677","0",,,"1345","0","0",,,"6601",,,,"77505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 627194300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BICENTENARIO","2012","Agosto","00006","CUNDINAMARCA","52149","1159",,,"0",,"51839","0","156","0",,,"11210","0",,,"13337","0","0",,,"24745",,,,"154595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 977670300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAJAMARCA","2012","Agosto","00007","TOLIMA","43237","0",,,"0",,"56271","0","0","0",,,"16726","0",,,"9940","0","0",,,"30701",,,,"156875",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1762858900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CALAMAR","2012","Agosto","00008","BOLIVAR","26609","64",,,"0",,"23895","0","0","0",,,"2326","0",,,"3690","0","0",,,"9809",,,,"66393",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 638817100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CARIMAGUA","2012","Agosto","00009","CORDOBA","19306","0",,,"0",,"20070","0","0","0",,,"5906","0",,,"5177","0","0",,,"13315",,,,"63774",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 736299600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CASETABLA","2012","Agosto","00010","META","27910","0",,,"0",,"12000","0","0","0",,,"9947","0",,,"13498","0","0",,,"8360",,,,"71715",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 739026400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CISNEROS","2012","Agosto","00011","ANTIOQUIA","18981","1472",,,"0",,"13822","0","426","0",,,"1103","0",,,"1012","0","0",,,"1919",,,,"38735",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 292032800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRUCERO","2012","Agosto","00012","BOYACA","17711","8407",,,"0",,"10459","0","4819","0",,,"950","0",,,"530","0","0",,,"699",,,,"43575",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 243205500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL BORDO","2012","Agosto","00013","CAUCA","23824","0",,,"0",,"27476","0","0","0",,,"3716","0",,,"2207","0","0",,,"6601",,,,"63824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 583746200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HONDA","2012","Agosto","00014","TOLIMA","57456","5717",,,"0",,"32832","0","0","0",,,"3205","0",,,"7279","0","0",,,"11240",,,,"117729",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1021914300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA APARTADA","2012","Agosto","00015","CORDOBA","51516","0",,,"0",,"32608","0","0","0",,,"6496","0",,,"5447","0","0",,,"13574",,,,"109641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 1026922300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA CABAÑA","2012","Agosto","00016","CUNDINAMARCA","30967","0",,,"0",,"267","0","6033","0",,,"1255","0",,,"857","1518","0",,,"370",,,,"41267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 388855800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA ESPERANZA","2012","Agosto","00017","SUCRE","40644","3558",,,"0",,"21251","0","0","0",,,"2385","0",,,"1187","0","0",,,"2306",,,,"71331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 511530000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA PINTADA","2012","Agosto","00018","ANTIOQUIA","6962","0",,,"0",,"4084","0","0","0",,,"680","0",,,"48","0","0",,,"600",,,,"12374",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 95045400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS CAUCHOS","2012","Agosto","00019","HUILA","76383","10190",,,"0",,"38120","0","0","0",,,"3731","0",,,"3184","0","0",,,"3894",,,,"135502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 975294800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS LLANOS","2012","Agosto","00020","ANTIOQUIA","30154","1062",,,"0",,"31301","0","2207","0",,,"6466","0",,,"5217","0","0",,,"13044",,,,"89451",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 897440700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO SOGAMOSO","2016","Noviembre","00029","SANTANDER",,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MACHETA","2012","Agosto","00021","CUNDINAMARCA","27484","15",,,"0",,"13633","0","6","0",,,"2444","0",,,"1244","0","0",,,"650",,,,"45476",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 347552000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MATA DE CAÑA","2012","Agosto","00022","CORDOBA","44297","0",,,"0",,"18250","0","0","0",,,"1160","0",,,"486","0","0",,,"346",,,,"64539",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 436280100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS PATIOS","2012","Agosto","#N/D","CUNDINAMARCA","86251","23639",,,"0",,"959","7668","8091","0",,,"1928","0",,,"151","2","0",,,"0",,,,"128689",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 862708600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PICACHO","2012","Agosto","00024","SANTANDER","32511","0",,,"0",,"23469","0","0","0",,,"2367","0",,,"1587","0","0",,,"4813",,,,"64747",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 543024400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
