"fecha","placa","categoria_vehiculo","peso_registrado_en_bascula","peso_maximo_vehicular","estaci_n","c_digo"
"24/01/2024","7a62b10e22a4059","C2","5500","13500","Tafetanes","CVN50"
"24/01/2024","6fb1c69d3b03b8a","3S3","51930","53300","Tafetanes","CVN50"
"24/01/2024","b2dd079bce1b0f4","C2","16850","17500","Tafetanes","CVN50"
"24/01/2024","c1987bb535769e9","C2","6610","11500","Tafetanes","CVN50"
"24/01/2024","ff7e5a6c4ecfe1e","C2","7060","8925","Tafetanes","CVN50"
"24/01/2024","8793559a3f701f8","C2","9780","10925","Tafetanes","CVN50"
"24/01/2024","4dc129f67514a85","C2","9890","10825","Tafetanes","CVN50"
"24/01/2024","8562c0e1fb1946a","C2","8370","13500","Tafetanes","CVN50"
"24/01/2024","260b8c2183be901","C2","7930","13500","Tafetanes","CVN50"
"24/01/2024","0959fa05d655bbd","C2","11030","10915","Tafetanes","CVN50"
"24/01/2024","4f589fef64ba680","C2","8640","10500","Tafetanes","CVN50"
"24/01/2024","d550ee8f177b690","C2","7710","10915","Tafetanes","CVN50"
"24/01/2024","6c689522431df4d","C3","19530","28700","Tafetanes","CVN50"
"24/01/2024","2e9376b28b83c26","C2","7420","8925","Tafetanes","CVN50"
"24/01/2024","a1d12e0fe052be1","C2","16710","17425","Tafetanes","CVN50"
"24/01/2024","4c3db99cf5af337","C2","12020","17500","Tafetanes","CVN50"
"24/01/2024","41579605f6e55b7","C2","7020","10925","Tafetanes","CVN50"
"24/01/2024","2fc7bd3d23610bf","C2","8810","17500","Tafetanes","CVN50"
"24/01/2024","2e65b17f3d706ea","C2","4290","7000","Tafetanes","CVN50"
"24/01/2024","8bc67a5163d10b1","3S3","51390","53300","Tafetanes","CVN50"
"24/01/2024","b6cc60fa962422c","C2","10600","13500","Tafetanes","CVN50"
"24/01/2024","40ae75c97a2e54f","3S3","51610","53300","Tafetanes","CVN50"
"24/01/2024","16212e303b680d4","C2","10240","11500","Tafetanes","CVN50"
"24/01/2024","745acd32b1808e8","C2","8990","10500","Tafetanes","CVN50"
"24/01/2024","fdd3f055d330d85","C2","8370","10500","Tafetanes","CVN50"
"24/01/2024","5c938d4ea6ac0db","C2","9570","11500","Tafetanes","CVN50"
"24/01/2024","db6fe3ac8b36cd5","C2","5290","10500","Tafetanes","CVN50"
"24/01/2024","5a217b00ef7da67","C2","10800","17500","Tafetanes","CVN50"
"24/01/2024","6638aa55dfe42ba","C2","12070","13500","Tafetanes","CVN50"
"24/01/2024","a4cdd072f54a888","C2","6030","10500","Tafetanes","CVN50"
"24/01/2024","1d2c140991bbbd4","C2","13090","17500","Tafetanes","CVN50"
"24/01/2024","22e0f943d0480e6","C2","6510","13500","Tafetanes","CVN50"
"24/01/2024","b96fbbef542b576","C2","7480","10500","Tafetanes","CVN50"
"24/01/2024","83baea351fa4b56","C3","27310","28700","Tafetanes","CVN50"
"24/01/2024","2feaf5a2e7ee01b","3S2","47720","49200","Tafetanes","CVN50"
"24/01/2024","6bdd8131419d0a4","C2","13930","17425","Tafetanes","CVN50"
"24/01/2024","bcb7e01fff7f4f2","C2","6890","10500","Tafetanes","CVN50"
"24/01/2024","72b1eff59921f72","C2","7270","11500","Tafetanes","CVN50"
"24/01/2024","7f24226a79ced6e","C2","8350","11500","Tafetanes","CVN50"
"24/01/2024","8b48194a1157eb1","C2","11810","13500","Tafetanes","CVN50"
"24/01/2024","d58021baaaf59fd","3S3","51830","53300","Tafetanes","CVN50"
"24/01/2024","8b24c9f461fc9db","C3","27000","28700","Tafetanes","CVN50"
"24/01/2024","d7435513da4a625","3S2","47530","49200","Tafetanes","CVN50"
"24/01/2024","720b6576fde296e","C2","17060","17500","Tafetanes","CVN50"
"24/01/2024","611e27fb549af6a","C2","9360","11500","Tafetanes","CVN50"
"24/01/2024","cb1abed388898de","C2","6880","13500","Tafetanes","CVN50"
"24/01/2024","2e470e7a69bcf69","C2","5410","10500","Tafetanes","CVN50"
"24/01/2024","bb05628bf96e32e","C3","27390","28700","Tafetanes","CVN50"
"24/01/2024","eb966cde81ae217","C2","6550","11500","Tafetanes","CVN50"
"24/01/2024","cb9d7dec87596d6","C2","6830","9000","Tafetanes","CVN50"
"24/01/2024","524d3977d00ad36","C2","8100","13500","Tafetanes","CVN50"
"24/01/2024","da2c76fd789448c","C3","31570","28700","Tafetanes","CVN50"
"24/01/2024","5fbb89f1f38fc47","C2","10050","17500","Tafetanes","CVN50"
"24/01/2024","a26eba16757f229","C2","4180","10500","Tafetanes","CVN50"
"24/01/2024","031dcc4e5226273","3S3","51130","53300","Tafetanes","CVN50"
"24/01/2024","8e18fdfd0d367bd","C2","7800","9000","Tafetanes","CVN50"
"24/01/2024","29b85f835a66fcf","C3","24410","28700","Tafetanes","CVN50"
"24/01/2024","4769d68e7fcf55d","C4-1","29180","31775","Tafetanes","CVN50"
"24/01/2024","426f95f6c1a34e1","C2","4280","5625","Tafetanes","CVN50"
"24/01/2024","08d2923d8391493","C2","16150","17500","Tafetanes","CVN50"
"24/01/2024","71e039130d9f317","C2","7490","17500","Tafetanes","CVN50"
"24/01/2024","20541761d247854","C2","5810","10500","Tafetanes","CVN50"
"24/01/2024","08b8c9313379435","3S2","47570","49200","Tafetanes","CVN50"
"24/01/2024","53dfbf093d943ff","C3","27910","28700","Tafetanes","CVN50"
"24/01/2024","e2e4f44ab947141","C2","10610","17500","Tafetanes","CVN50"
"24/01/2024","113ee36df4a9959","C2","16920","17500","Tafetanes","CVN50"
"24/01/2024","03e9a428936d760","C2","16770","17500","Tafetanes","CVN50"
"24/01/2024","3f8e302db942cab","C2","12710","17500","Tafetanes","CVN50"
"24/01/2024","91fc46592837b11","C2","7680","11500","Tafetanes","CVN50"
"24/01/2024","2f11b7e664c9deb","C2","4710","5500","Tafetanes","CVN50"
"24/01/2024","c67a3249d321b52","C2","6720","30000","Tafetanes","CVN50"
"24/01/2024","f3f4c96ab9555c8","C2","11040","17500","Tafetanes","CVN50"
"24/01/2024","495d6cd24120c7b","C2","5120","10500","Tafetanes","CVN50"
"24/01/2024","5f9c01f8ec337e0","3S3","52000","53300","Tafetanes","CVN50"
"24/01/2024","9a230142245e9cb","3S3","47330","53300","Tafetanes","CVN50"
"24/01/2024","a203eeb5a92e167","C2","6040","10500","Tafetanes","CVN50"
"24/01/2024","3aa5f3c6c520170","C2","21700","17500","Tafetanes","CVN50"
"24/01/2024","3aa5f3c6c520170","C2","21700","17500","Tafetanes","CVN50"
"24/01/2024","d235379078ccdaf","3S3","51520","53300","Tafetanes","CVN50"
"24/01/2024","cde12bbb556cff7","C2","4390","10500","Tafetanes","CVN50"
"24/01/2024","6172285dcf09e1e","3S3","51380","53300","Tafetanes","CVN50"
"24/01/2024","527a53fe40d9072","3S3","53240","53300","Tafetanes","CVN50"
"24/01/2024","1742d471823c2a3","C2","5580","8225","Tafetanes","CVN50"
"24/01/2024","832550f59e3d29f","C2","4870","10500","Tafetanes","CVN50"
"24/01/2024","94c0ef89c39ebcb","C2","10710","13500","Tafetanes","CVN50"
"24/01/2024","6bc0113d946e489","C2","4530","9000","Tafetanes","CVN50"
"24/01/2024","2c39bff9771a991","C2","4690","10500","Tafetanes","CVN50"
"24/01/2024","4445081d8f551a7","C2","9890","17500","Tafetanes","CVN50"
"24/01/2024","c50162dd0c67fc6","C2","17340","17500","Tafetanes","CVN50"
"24/01/2024","8deb52af88eba8a","C2","7750","11500","Tafetanes","CVN50"
"24/01/2024","f73e16b2ffdd07e","C2","6700","10500","Tafetanes","CVN50"
"24/01/2024","083a56b2d2c4a2d","C3","23190","28700","Tafetanes","CVN50"
"24/01/2024","2a8c6d48de2bc56","C2","7020","13500","Tafetanes","CVN50"
"24/01/2024","40890ef15131f9f","C2","8570","11500","Tafetanes","CVN50"
"24/01/2024","817d07d318af5ee","C4-2","36150","36900","Tafetanes","CVN50"
"24/01/2024","5256f3411ebeb22","C2","7450","9000","Tafetanes","CVN50"
"24/01/2024","c2e420342a99a30","C2","8100","17500","Tafetanes","CVN50"
"24/01/2024","e30534a6060e840","C2","5110","7000","Tafetanes","CVN50"
"24/01/2024","decb665f6c79959","3S3","49570","53300","Tafetanes","CVN50"
"24/01/2024","6bc3264aa8ba291","C2","5660","11500","Tafetanes","CVN50"
"24/01/2024","2cfa2682705d0d7","C2","4490","7925","Tafetanes","CVN50"
"24/01/2024","9c625fad3cd60f9","C2","4700","7000","Tafetanes","CVN50"
"24/01/2024","76220c81569357d","C2","5710","13500","Tafetanes","CVN50"
"24/01/2024","c279a33e0ab1e67","C2","11970","17500","Tafetanes","CVN50"
"24/01/2024","2e18b1b6e4f675e","3S3","51690","53300","Tafetanes","CVN50"
"24/01/2024","1525ff03f86e5fe","C2","5810","13500","Tafetanes","CVN50"
"24/01/2024","968718b23e9b10a","C2","6680","11500","Tafetanes","CVN50"
"24/01/2024","e69a8afde2c4dd4","C2","16360","17500","Tafetanes","CVN50"
"24/01/2024","c140b63d6ed9e75","C2","4730","5625","Tafetanes","CVN50"
"24/01/2024","efca9b1e6c9f14b","C2","8370","17500","Tafetanes","CVN50"
"24/01/2024","40778f7b83ea6ed","C2","4630","13500","Tafetanes","CVN50"
"24/01/2024","fc8fd3aedbcef0d","C2","12770","13500","Tafetanes","CVN50"
"24/01/2024","149c4cae2a0de54","C2","9650","10500","Tafetanes","CVN50"
"24/01/2024","b4703b8fc0b5dd2","C3","28660","28700","Tafetanes","CVN50"
"24/01/2024","7596ffd23615e80","C2","4580","10500","Tafetanes","CVN50"
"24/01/2024","eaff6c81ccb0520","C2","9530","11500","Tafetanes","CVN50"
"24/01/2024","a92f0597c83464f","3S3","18010","53300","Tafetanes","CVN50"
"24/01/2024","154a7aed5a6ce3f","3S3","48150","53300","Tafetanes","CVN50"
"24/01/2024","263fd7d34080a6f","C2","10530","17500","Tafetanes","CVN50"
"24/01/2024","dc2a1490e1c22de","C2","9370","10500","Tafetanes","CVN50"
"24/01/2024","0915e28dec50fab","C2","5440","13500","Tafetanes","CVN50"
"24/01/2024","7acc4bd750d7dc5","C2","8210","11500","Tafetanes","CVN50"
"24/01/2024","d75a535e0a14107","C2","9300","10500","Tafetanes","CVN50"
"24/01/2024","35ffa6047528189","C2","9770","13500","Tafetanes","CVN50"
"24/01/2024","313c4e406c0877c","C2","12660","13500","Tafetanes","CVN50"
"24/01/2024","a3d9526af8e4f0e","3S3","51490","53300","Tafetanes","CVN50"
"24/01/2024","4835624026b3b72","C2","10890","11500","Tafetanes","CVN50"
"24/01/2024","acc84f3ac2632e4","3S3","51020","53300","Tafetanes","CVN50"
"24/01/2024","f209f592bd5bb40","C2","6530","11500","Tafetanes","CVN50"
"24/01/2024","d8c3455269e3bb0","3S3","52120","53300","Tafetanes","CVN50"
"24/01/2024","1e258950bea360f","C2","16330","17500","Tafetanes","CVN50"
"24/01/2024","5b047f484912c94","C2","4040","11500","Tafetanes","CVN50"
"24/01/2024","046fd0d423ebc1f","3S3","50100","53300","Tafetanes","CVN50"
"24/01/2024","a019605f628f5bb","2S2","30960","32800","Tafetanes","CVN50"
"24/01/2024","2cc35e16117b7c3","C2","7290","17500","Tafetanes","CVN50"
"24/01/2024","6046d0e5da1cd64","C2","9890","10500","Tafetanes","CVN50"
"24/01/2024","a2e9f5067fe8b06","3S3","51610","53300","Tafetanes","CVN50"
"24/01/2024","ef2d3e646053cf4","3S3","44720","53300","Tafetanes","CVN50"
"24/01/2024","5af4ebf0e5cb26e","C2","8080","10500","Tafetanes","CVN50"
"24/01/2024","56d4e3f6ad280de","C2","8120","13500","Tafetanes","CVN50"
"24/01/2024","bd46304fe91559b","3S3","49820","53300","Tafetanes","CVN50"
"24/01/2024","cc9b0d73cec9d5d","C2","6080","13500","Tafetanes","CVN50"
"24/01/2024","89611072e63b287","C2","10080","17500","Tafetanes","CVN50"
"24/01/2024","b0520e7b57bb8b4","C2","9200","13500","Tafetanes","CVN50"
"24/01/2024","56468f9a91e4271","C2","7500","17500","Tafetanes","CVN50"
"24/01/2024","7f3b09860365d79","C2","11120","13500","Tafetanes","CVN50"
"24/01/2024","561eee6eb49ae11","C2","3940","8925","Tafetanes","CVN50"
"24/01/2024","0d4842c0b168c36","C2","6290","13500","Tafetanes","CVN50"
"24/01/2024","e743d47d9ab2086","C2","8790","10500","Tafetanes","CVN50"
"24/01/2024","270fdc7bdeb8d09","C2","4890","11500","Tafetanes","CVN50"
"24/01/2024","e63389bfe95b337","C2","11280","13500","Tafetanes","CVN50"
"24/01/2024","373f7da3f1c840e","C2","22500","17500","Tafetanes","CVN50"
"24/01/2024","23357a4f49b2fe0","3S3","51600","53300","Tafetanes","CVN50"
"24/01/2024","033e33bb292dca1","C2","13840","17500","Tafetanes","CVN50"
"24/01/2024","99326e8b2d40fec","C2","7790","11500","Tafetanes","CVN50"
"24/01/2024","3133822e4469aec","C2","6140","7000","Tafetanes","CVN50"
"24/01/2024","07699338a62ba65","C2","7180","11500","Tafetanes","CVN50"
"24/01/2024","1dcf90cec143f72","C2","11350","11500","Tafetanes","CVN50"
"24/01/2024","cf944a6e9a568f6","C2","6670","10500","Tafetanes","CVN50"
"24/01/2024","1559acd59b25410","C3","26390","28700","Tafetanes","CVN50"
"24/01/2024","784a6bc220c024f","C2","8870","10500","Tafetanes","CVN50"
"24/01/2024","27774b0cc94d8ce","C2","9420","13500","Tafetanes","CVN50"
"24/01/2024","a1d5d9be99a5220","C2","15630","17500","Tafetanes","CVN50"
"24/01/2024","0ad850ae224a5e9","C2","7430","10500","Tafetanes","CVN50"
"24/01/2024","5b76592f4aaf44f","C2","10490","13500","Tafetanes","CVN50"
"24/01/2024","ed5d9cffacf6284","C2","7990","10500","Tafetanes","CVN50"
"24/01/2024","b93206b2ff5fdc5","C2","15250","17500","Tafetanes","CVN50"
"24/01/2024","bf949574c274077","C2","11220","17500","Tafetanes","CVN50"
"24/01/2024","99f608fc9919078","C2","6480","8925","Tafetanes","CVN50"
"24/01/2024","0f5977a2079ecef","C2","4940","6355","Tafetanes","CVN50"
"24/01/2024","64eb900a5cfc548","3S3","52440","53300","Tafetanes","CVN50"
"24/01/2024","c686f10f8c6295a","C2","11610","17500","Tafetanes","CVN50"
"24/01/2024","f6763f1e339baeb","3S3","52370","53300","Tafetanes","CVN50"
"24/01/2024","02056ebe046eade","C2","4700","7000","Tafetanes","CVN50"
"24/01/2024","8014f245da1c621","C2","6640","11500","Tafetanes","CVN50"
"24/01/2024","a1c6b4a08385fd6","3S3","50820","53300","Tafetanes","CVN50"
"24/01/2024","538c9eb316b99b3","C2","9760","10915","Tafetanes","CVN50"
"24/01/2024","3e8158a31ffb178","C2","5380","30000","Tafetanes","CVN50"
"25/01/2024","778bf68efe81065","C2","11380","14425","Tafetanes","CVN50"
"25/01/2024","ccec28f87be7a81","C3","24390","28700","Tafetanes","CVN50"
"25/01/2024","4e001c5eae87a55","C2","8280","10500","Tafetanes","CVN50"
"25/01/2024","1e2c774e4e4e8d2","C2","8210","10925","Tafetanes","CVN50"
"25/01/2024","4779551a8332138","C2","7500","11500","Tafetanes","CVN50"
"25/01/2024","f4e208bafd08a53","C2","9030","10500","Tafetanes","CVN50"
"25/01/2024","540b18a6b899068","C2","7100","10500","Tafetanes","CVN50"
"25/01/2024","449f6c5f3e0674e","C2","9310","13500","Tafetanes","CVN50"
"25/01/2024","52434359a64cf00","C2","6060","13500","Tafetanes","CVN50"
"25/01/2024","a83038d3b16e2db","C2","7890","11500","Tafetanes","CVN50"
"25/01/2024","f157b1ce0322fa7","C2","11340","13500","Tafetanes","CVN50"
"25/01/2024","7674cff733f7ce1","C2","6540","7000","Tafetanes","CVN50"
"25/01/2024","0731fcf5603cc57","3S3","18100","53300","Tafetanes","CVN50"
"25/01/2024","9b33fb10bc49d5b","C2","8770","10500","Tafetanes","CVN50"
"25/01/2024","abf7cff71ba2a97","C2","3160","5500","Tafetanes","CVN50"
"25/01/2024","7dcf6aac9b3cbe0","C3","12010","28700","Tafetanes","CVN50"
"25/01/2024","e89761113b4e100","C2","6770","10500","Tafetanes","CVN50"
"25/01/2024","9fa78b0ebbf4360","C2","4460","5500","Tafetanes","CVN50"
"25/01/2024","adbb61087c16a4a","3S3","52040","53300","Tafetanes","CVN50"
"25/01/2024","5eae4ffe460bbed","C2","5230","7000","Tafetanes","CVN50"
"25/01/2024","0671f230b5d70e1","C2","5300","11500","Tafetanes","CVN50"
"25/01/2024","e61c94837adc4ca","C2","4930","7000","Tafetanes","CVN50"
"25/01/2024","4c3db99cf5af337","C2","11370","17500","Tafetanes","CVN50"
"25/01/2024","0f8ba4ea4c7ab90","C3","11710","28700","Tafetanes","CVN50"
"25/01/2024","b28a188e873c424","C2","7850","13500","Tafetanes","CVN50"
"25/01/2024","9435f79970295e6","C2","8790","17500","Tafetanes","CVN50"
"25/01/2024","2b21d6909a4f017","3S3","52500","53300","Tafetanes","CVN50"
"25/01/2024","720b6576fde296e","C2","17210","17500","Tafetanes","CVN50"
"25/01/2024","a5aebdee9e7ecaf","C2","4830","10500","Tafetanes","CVN50"
"25/01/2024","665b764ac378a82","C2","6540","7000","Tafetanes","CVN50"
"25/01/2024","5fbb89f1f38fc47","C2","13830","17500","Tafetanes","CVN50"
"25/01/2024","8be9aae49cda00a","C3","26910","28700","Tafetanes","CVN50"
"25/01/2024","0c721d1a3bfe393","3S3","52000","53300","Tafetanes","CVN50"
"25/01/2024","a47895e2e0b9c0e","C2","10490","11500","Tafetanes","CVN50"
"25/01/2024","98a4e3d20e06b8c","C2","8770","17500","Tafetanes","CVN50"
"25/01/2024","85233492bd85db3","C2","6540","10915","Tafetanes","CVN50"
"25/01/2024","cb736d1cc6f6123","C2","7990","11500","Tafetanes","CVN50"
"25/01/2024","83baea351fa4b56","C3","27300","28700","Tafetanes","CVN50"
"25/01/2024","e244b73b8cf41f9","3S3","47370","53300","Tafetanes","CVN50"
"25/01/2024","6ff5c96ab6e69db","3S2","47850","49200","Tafetanes","CVN50"
"25/01/2024","ac96f4e535097a0","C2","9430","17500","Tafetanes","CVN50"
"25/01/2024","f58a2331630ac3c","3S3","52210","53300","Tafetanes","CVN50"
"25/01/2024","9aecffb041b8e35","C2","6250","8925","Tafetanes","CVN50"
"25/01/2024","19dbdecd57a763b","C2","4580","7000","Tafetanes","CVN50"
"25/01/2024","2a9a0c259edad53","C3","27410","28700","Tafetanes","CVN50"
"25/01/2024","8564be89d67fe58","C2","11730","13500","Tafetanes","CVN50"
"25/01/2024","35fdcfacea027ab","3S3","17930","53300","Tafetanes","CVN50"
"25/01/2024","d80addae8e8dc6e","C2","5350","30000","Tafetanes","CVN50"
"25/01/2024","621ac36eef094fd","C2","7980","10500","Tafetanes","CVN50"
"25/01/2024","ee5299907953d9d","C2","5630","7000","Tafetanes","CVN50"
"25/01/2024","99d8088ba6ee2ed","3S3","52130","53300","Tafetanes","CVN50"
"25/01/2024","6b946cf0fd2bd83","C3","27460","28700","Tafetanes","CVN50"
"25/01/2024","72692875c1d7031","C2","17230","17500","Tafetanes","CVN50"
"25/01/2024","6b6da2994d64fdd","C2","4280","10500","Tafetanes","CVN50"
"25/01/2024","25427594b20bc6b","C2","5890","9000","Tafetanes","CVN50"
"25/01/2024","381b7aaf6760d35","3S3","51940","53300","Tafetanes","CVN50"
"25/01/2024","ad88547d417bd6e","C2","9380","10500","Tafetanes","CVN50"
"25/01/2024","a8bc83ac6b911f2","C2","5930","10500","Tafetanes","CVN50"
"25/01/2024","73e35df5db70373","C2","10180","13500","Tafetanes","CVN50"
"25/01/2024","cef529dde2dddd7","C2","13610","17500","Tafetanes","CVN50"
"25/01/2024","1112f5477ec53f1","C2","7110","8925","Tafetanes","CVN50"
"25/01/2024","97bb21ada8669b7","C2","8770","10925","Tafetanes","CVN50"
"25/01/2024","69d5a13d71bd16c","3S2","47640","49200","Tafetanes","CVN50"
"25/01/2024","83f66112da7ea9a","C2","14710","17500","Tafetanes","CVN50"
"25/01/2024","ff7d82d8fa0ceb6","3S3","49570","53300","Tafetanes","CVN50"
"25/01/2024","8aacf4a8313964b","C2","14390","30000","Tafetanes","CVN50"
"25/01/2024","da88c265496fc85","C2","9230","10500","Tafetanes","CVN50"
"25/01/2024","e59c23fbf62401c","C2","9300","10500","Tafetanes","CVN50"
"25/01/2024","7272f96a1c6cfe0","C3","28080","28700","Tafetanes","CVN50"
"25/01/2024","c1a60593ad52948","C3","19010","28700","Tafetanes","CVN50"
"25/01/2024","f798bb6b207877f","C2","15020","17425","Tafetanes","CVN50"
"25/01/2024","4dc129f67514a85","C2","9610","10825","Tafetanes","CVN50"
"25/01/2024","db14b09597a559b","C2","5740","11500","Tafetanes","CVN50"
"25/01/2024","e66c1ab9e813cee","C2","8100","11500","Tafetanes","CVN50"
"25/01/2024","274de4e2660909e","C2","18110","17425","Tafetanes","CVN50"
"25/01/2024","d93a09f485230e4","C2","6400","10500","Tafetanes","CVN50"
"25/01/2024","b4a916e08027a36","C2","7610","10500","Tafetanes","CVN50"
"25/01/2024","2bbe841207bbd62","C2","6560","11500","Tafetanes","CVN50"
"25/01/2024","200763dfbb5fbc2","C3","27100","28700","Tafetanes","CVN50"
"25/01/2024","b70d6673322ef6f","C2","12780","17500","Tafetanes","CVN50"
"25/01/2024","e774e394ecd0620","C2","7090","13500","Tafetanes","CVN50"
"25/01/2024","e8e188cc327f0ff","3S3","49020","53300","Tafetanes","CVN50"
"25/01/2024","de4d44af326d0f5","C2","9410","13500","Tafetanes","CVN50"
"25/01/2024","7537200f2bc3716","C2","10170","17500","Tafetanes","CVN50"
"25/01/2024","e3aa4ff4d16b4ac","C2","6460","10500","Tafetanes","CVN50"
"25/01/2024","03e9a428936d760","C2","16460","17500","Tafetanes","CVN50"
"25/01/2024","1cc7c136236a508","C2","7680","11500","Tafetanes","CVN50"
"25/01/2024","89d39866c6197bf","C2","8090","10500","Tafetanes","CVN50"
"25/01/2024","5a217b00ef7da67","C2","9990","17500","Tafetanes","CVN50"
"25/01/2024","7e85270e4893024","C2","9050","10500","Tafetanes","CVN50"
"25/01/2024","f675cb0d35ccdec","C2","15040","17425","Tafetanes","CVN50"
"25/01/2024","16cc932ae435604","C2","8140","13500","Tafetanes","CVN50"
"25/01/2024","ff8ba5b0e471997","C2","8340","10500","Tafetanes","CVN50"
"25/01/2024","9559937239cc09e","C2","5130","10500","Tafetanes","CVN50"
"25/01/2024","e2e4f44ab947141","C2","11580","17500","Tafetanes","CVN50"
"25/01/2024","b3dd668a1ead566","C2","4830","7000","Tafetanes","CVN50"
"25/01/2024","6759252f868ea67","C2","5110","9925","Tafetanes","CVN50"
"25/01/2024","90bf37497ac7306","C2","16880","17500","Tafetanes","CVN50"
"25/01/2024","561eee6eb49ae11","C2","4420","8925","Tafetanes","CVN50"
"25/01/2024","1fd245dc3f12dc3","3S3","47550","53300","Tafetanes","CVN50"
"25/01/2024","334c0d5fba2568b","3S3","37710","53300","Tafetanes","CVN50"
"25/01/2024","9843f1131491ce4","3S3","50530","53300","Tafetanes","CVN50"
"25/01/2024","dc081e25a0bfba9","C2","9540","13500","Tafetanes","CVN50"
"25/01/2024","c8bb9b083847c3c","C2","17190","17500","Tafetanes","CVN50"
"25/01/2024","6f9cec1230c2831","C2","10780","13500","Tafetanes","CVN50"
"25/01/2024","48c1813e0168dbe","C2","9520","11500","Tafetanes","CVN50"
"25/01/2024","decb665f6c79959","3S3","47620","53300","Tafetanes","CVN50"
"25/01/2024","c38845f795a915c","C2","17210","17500","Tafetanes","CVN50"
"25/01/2024","c9a0600a64ca78c","3S3","52420","53300","Tafetanes","CVN50"
"25/01/2024","434206214f104fb","C2","13710","17500","Tafetanes","CVN50"
"25/01/2024","f2af5c70ed4b5b2","3S3","52020","53300","Tafetanes","CVN50"
"25/01/2024","b37c498eb0d0df1","C2","6760","10500","Tafetanes","CVN50"
"25/01/2024","896acaa909eaab5","C2","20700","17500","Tafetanes","CVN50"
"25/01/2024","511223d32d97ab9","C2","9170","11500","Tafetanes","CVN50"
"25/01/2024","fb3e1f051127d8b","C2","7420","10500","Tafetanes","CVN50"
"25/01/2024","60d9b01e9ba34a2","C2","7080","10925","Tafetanes","CVN50"
"25/01/2024","08b8c9313379435","3S2","47550","49200","Tafetanes","CVN50"
"25/01/2024","491e88558cafd98","C2","8900","9925","Tafetanes","CVN50"
"25/01/2024","4bf00656e6cd0ee","C2","8430","10500","Tafetanes","CVN50"
"25/01/2024","8eda10455b23a4d","C2","6080","11500","Tafetanes","CVN50"
"25/01/2024","913924879c37fd5","C2","6720","13500","Tafetanes","CVN50"
"25/01/2024","fe48916e9868355","C3","12750","28700","Tafetanes","CVN50"
"25/01/2024","1d198e36250960b","C2","7250","10500","Tafetanes","CVN50"
"25/01/2024","9801fb9a4f9c923","3S3","52360","53300","Tafetanes","CVN50"
"25/01/2024","47088a6bf424f3e","3S3","49530","53300","Tafetanes","CVN50"
"25/01/2024","f13210011955d75","C2","6890","13500","Tafetanes","CVN50"
"25/01/2024","dbe4fd7327c3e3c","C2","3450","7000","Tafetanes","CVN50"
"25/01/2024","35e2d879a0d263d","C2","9560","13500","Tafetanes","CVN50"
"25/01/2024","20353b3847fe481","C2","8300","11500","Tafetanes","CVN50"
"25/01/2024","817d07d318af5ee","C4-2","36850","36900","Tafetanes","CVN50"
"25/01/2024","e81adc297569d6c","C2","7540","11500","Tafetanes","CVN50"
"25/01/2024","c92e8da80904336","C2","7720","10500","Tafetanes","CVN50"
"25/01/2024","5317938be7f5d2b","3S3","51380","53300","Tafetanes","CVN50"
"25/01/2024","91630d8c3d3ca84","C2","7370","19000","Tafetanes","CVN50"
"25/01/2024","d2c86b29708819b","3S3","49960","53300","Tafetanes","CVN50"
"25/01/2024","9abbf8993856891","C2","16580","17500","Tafetanes","CVN50"
"25/01/2024","13f2d4d44613be1","3S3","52270","53300","Tafetanes","CVN50"
"25/01/2024","37b62693df448c7","C2","7350","10925","Tafetanes","CVN50"
"25/01/2024","5d64f16b3f5b04d","C2","15450","17425","Tafetanes","CVN50"
"25/01/2024","f223da0662f64c8","C2","10640","17500","Tafetanes","CVN50"
"25/01/2024","a500ae1693d40a2","C2","3960","4525","Tafetanes","CVN50"
"25/01/2024","405f7a3456cf6aa","C2","6240","13500","Tafetanes","CVN50"
"25/01/2024","368b380bfb0c058","C2","8180","10500","Tafetanes","CVN50"
"25/01/2024","edc1f4a217dfbb1","C2","6440","10500","Tafetanes","CVN50"
"25/01/2024","aff295c86a74d0b","C2","10330","10500","Tafetanes","CVN50"
"25/01/2024","4168185b7acc763","C2","10910","17500","Tafetanes","CVN50"
"25/01/2024","1d565b73564eb68","C2","4170","10500","Tafetanes","CVN50"
"25/01/2024","42f065d663b72d4","C2","16190","17500","Tafetanes","CVN50"
"25/01/2024","cc19d6683e35de7","3S3","51170","53300","Tafetanes","CVN50"
"25/01/2024","5e63c4b1ac0312e","C2","7500","11500","Tafetanes","CVN50"
"25/01/2024","177210894611acc","C2","4580","11500","Tafetanes","CVN50"
"25/01/2024","6f6e1b8d49fa13e","C2","4220","7000","Tafetanes","CVN50"
"25/01/2024","6edb15c1241e1fe","C2","5050","7000","Tafetanes","CVN50"
"25/01/2024","9453915c6b1e329","C2","11160","13500","Tafetanes","CVN50"
"25/01/2024","6740316aac348e8","C3","28690","28700","Tafetanes","CVN50"
"25/01/2024","967f806d8d8f638","C2","5280","13500","Tafetanes","CVN50"
"25/01/2024","644d72c219c3272","C2","8510","11500","Tafetanes","CVN50"
"25/01/2024","eb9ab3695ab2bd9","C2","4570","10500","Tafetanes","CVN50"
"25/01/2024","199d292e1d50a69","C2","9570","10500","Tafetanes","CVN50"
"25/01/2024","3def8736a5cacef","3S3","20320","53300","Tafetanes","CVN50"
