"nombre_ruta","nombre_parada","secuencia_parada","coordenada_y","coordenada_x","geocoded_column"
"A3-4 Villa Sol","Carrera 3 No. 54C-03 Tienda El Milagro Lado Sur","15","10.892803","-74.790272","POINT (-74.790272 10.892803)"
"A3-4 Villa Sol","Calle 54B con Transversal 2D10 Soledad","16","10.891348","-74.789497","POINT (-74.789497 10.891348)"
"A3-4 Villa Sol","Calle 54B con Carrera 2F Iglesia Lado Oriente","17","10.891917","-74.7896","POINT (-74.7896 10.891917)"
"A3-4 Villa Sol","Carrera 3 No. 55-16 Lado Norte Soledad","18","10.892782","-74.79065","POINT (-74.79065 10.892782)"
"A3-4 Villa Sol","Carrera 3 No. 56-142 Lado Norte Soledad","19","10.892948","-74.792595","POINT (-74.792595 10.892948)"
"A3-4 Villa Sol","Diagonal 56 Villa Karla Lado Sur","20","10.895408","-74.792565","POINT (-74.792565 10.895408)"
"A3-4 Villa Sol","Diagonal 56 Villa Karla Lado Norte","21","10.895937","-74.791992","POINT (-74.791992 10.895937)"
"A3-4 Villa Sol","Diagonal 56 Villa Maria 2da Etapa Lado Norte","22","10.894315","-74.794233","POINT (-74.794233 10.894315)"
"A3-4 Villa Sol","Diagonal 56 Villa Maria 1ra Etapa Lado Norte","23","10.893168","-74.79599","POINT (-74.79599 10.893168)"
"A3-4 Villa Sol","Diagonal 56 Mega Colegio Lado Norte","24","10.89253","-74.797202","POINT (-74.797202 10.89253)"
"A3-4 Villa Sol","Diagonal 56 Las Cometas Lado Norte","25","10.890955","-74.799928","POINT (-74.799928 10.890955)"
"A3-4 Villa Sol","Calle 65 con Diagonal 56 EDS La Inmaculada Soledad","26","10.889405","-74.803507","POINT (-74.803507 10.889405)"
"A3-4 Villa Sol","Calle 65 Villa Linda Av. Murillo Soledad","27","10.891925","-74.804013","POINT (-74.804013 10.891925)"
"A3-4 Villa Sol","Calle 65 La Candelaria Lado Oriental","28","10.893602","-74.804009","POINT (-74.804009 10.893602)"
"A3-4 Villa Sol","Calle 65 Villas del Portal 2 Lado Oriental","29","10.8988","-74.803067","POINT (-74.803067 10.8988)"
"A3-4 Villa Sol","Calle 65 con Carrera 8 Los Loteros Lado Oriental","30","10.900938","-74.802592","POINT (-74.802592 10.900938)"
"A3-4 Villa Sol","Calle 65 con Carrera 11C Terranova 2da Etapa","31","10.904042","-74.801957","POINT (-74.801957 10.904042)"
"A3-4 Villa Sol","Portal de Soledad","32","10.907377","-74.800586","POINT (-74.800586 10.907377)"
"A3-40 Villa Sol","Portal de Soledad","1","10.907377","-74.800586","POINT (-74.800586 10.907377)"
"A3-40 Villa Sol","Centro Comercial Nuestro Atlantico","2","10.905385","-74.801316","POINT (-74.801316 10.905385)"
"A3-40 Villa Sol","Calle 65 con Carrera 12 Ciudad Transmetro Lado Occ","3","10.904125","-74.802113","POINT (-74.802113 10.904125)"
"A3-40 Villa Sol","Calle 65 con Carrera 8 Los Loteros Lado Occidental","4","10.901335","-74.802702","POINT (-74.802702 10.901335)"
"A3-40 Villa Sol","Calle 65 Ciudad Camelot Lado Occidental","5","10.899415","-74.803115","POINT (-74.803115 10.899415)"
"A3-40 Villa Sol","Calle 65 La Candelaria Lado Occidental","6","10.895393","-74.803785","POINT (-74.803785 10.895393)"
"A3-40 Villa Sol","Calle 65 con Carrera 5 La Central Lado Occidental","7","10.891485","-74.80419","POINT (-74.80419 10.891485)"
"A3-40 Villa Sol","Calle 65 Gran Central de Abastos del Caribe","8","10.887832","-74.803852","POINT (-74.803852 10.887832)"
"A3-40 Villa Sol","Diagonal 56 Las Cometas Lado Sur","9","10.890973","-74.799828","POINT (-74.799828 10.890973)"
"A3-40 Villa Sol","Diagonal 56 Mega Colegio Lado Sur","10","10.892458","-74.797293","POINT (-74.797293 10.892458)"
"A3-40 Villa Sol","Diagonal 56 Villa Maria 1ra Etapa Lado Sur","11","10.89324","-74.795803","POINT (-74.795803 10.89324)"
"A3-40 Villa Sol","Diagonal 56 Villa Maria 2da Etapa Lado Sur","12","10.894047","-74.794525","POINT (-74.794525 10.894047)"
"A3-40 Villa Sol","Calle 57 con Carrera 3 Las Cuatro Villas","13","10.89342","-74.793272","POINT (-74.793272 10.89342)"
"A3-40 Villa Sol","Carrera 3 No. 56C-21 Movimiento Misionero Lado Sur","14","10.892867","-74.792117","POINT (-74.792117 10.892867)"
"A3-40 Villa Sol","Carrera 3 No. 54C-03 Tienda El Milagro Lado Sur","15","10.892803","-74.790272","POINT (-74.790272 10.892803)"
"A3-40 Villa Sol","Calle 54B con Transversal 2D10 Soledad","16","10.891348","-74.789497","POINT (-74.789497 10.891348)"
"A3-40 Villa Sol","Calle 54B con Carrera 2F Iglesia Lado Oriente","17","10.891917","-74.7896","POINT (-74.7896 10.891917)"
"A3-40 Villa Sol","Carrera 3 No. 55-16 Lado Norte Soledad","18","10.892782","-74.79065","POINT (-74.79065 10.892782)"
"A3-40 Villa Sol","Carrera 3 No. 56-142 Lado Norte Soledad","19","10.892948","-74.792595","POINT (-74.792595 10.892948)"
"A3-40 Villa Sol","Diagonal 56 Villa Maria 2da Etapa Lado Norte","20","10.894315","-74.794233","POINT (-74.794233 10.894315)"
"A3-40 Villa Sol","Diagonal 56 Villa Maria 1ra Etapa Lado Norte","21","10.893168","-74.79599","POINT (-74.79599 10.893168)"
"A3-40 Villa Sol","Diagonal 56 Mega Colegio Lado Norte","22","10.89253","-74.797202","POINT (-74.797202 10.89253)"
"A3-40 Villa Sol","Diagonal 56 Las Cometas Lado Norte","23","10.890955","-74.799928","POINT (-74.799928 10.890955)"
"A3-40 Villa Sol","Calle 65 con Diagonal 56 EDS La Inmaculada Soledad","24","10.889405","-74.803507","POINT (-74.803507 10.889405)"
"A3-40 Villa Sol","Calle 65 Villa Linda Av. Murillo Soledad","25","10.891925","-74.804013","POINT (-74.804013 10.891925)"
"A3-40 Villa Sol","Calle 65 La Candelaria Lado Oriental","26","10.893602","-74.804009","POINT (-74.804009 10.893602)"
"A3-40 Villa Sol","Calle 65 Villas del Portal 2 Lado Oriental","27","10.8988","-74.803067","POINT (-74.803067 10.8988)"
"A3-40 Villa Sol","Calle 65 con Carrera 8 Los Loteros Lado Oriental","28","10.900938","-74.802592","POINT (-74.802592 10.900938)"
"A3-40 Villa Sol","Calle 65 con Carrera 11C Terranova 2da Etapa","29","10.904042","-74.801957","POINT (-74.801957 10.904042)"
"A3-40 Villa Sol","Portal de Soledad","30","10.907377","-74.800586","POINT (-74.800586 10.907377)"
"A3-41 Villa Karla","Portal de Soledad","1","10.907377","-74.800586","POINT (-74.800586 10.907377)"
"A3-41 Villa Karla","Centro Comercial Nuestro Atlantico","2","10.905385","-74.801316","POINT (-74.801316 10.905385)"
"A3-41 Villa Karla","Calle 65 con Carrera 12 Ciudad Transmetro Lado Occ","3","10.904125","-74.802113","POINT (-74.802113 10.904125)"
"A3-41 Villa Karla","Calle 65 con Carrera 8 Los Loteros Lado Occidental","4","10.901335","-74.802702","POINT (-74.802702 10.901335)"
"A3-41 Villa Karla","Calle 65 Ciudad Camelot Lado Occidental","5","10.899415","-74.803115","POINT (-74.803115 10.899415)"
"A3-41 Villa Karla","Calle 65 La Candelaria Lado Occidental","6","10.895393","-74.803785","POINT (-74.803785 10.895393)"
"A3-41 Villa Karla","Calle 65 con Carrera 5 La Central Lado Occidental","7","10.891485","-74.80419","POINT (-74.80419 10.891485)"
"A3-41 Villa Karla","Calle 65 Gran Central de Abastos del Caribe","8","10.887832","-74.803852","POINT (-74.803852 10.887832)"
"A3-41 Villa Karla","Diagonal 56 Las Cometas Lado Sur","9","10.890973","-74.799828","POINT (-74.799828 10.890973)"
"A3-41 Villa Karla","Diagonal 56 Mega Colegio Lado Sur","10","10.892458","-74.797293","POINT (-74.797293 10.892458)"
"A3-41 Villa Karla","Diagonal 56 Villa Maria 1ra Etapa Lado Sur","11","10.89324","-74.795803","POINT (-74.795803 10.89324)"
"A3-41 Villa Karla","Diagonal 56 Villa Maria 2da Etapa Lado Sur","12","10.894047","-74.794525","POINT (-74.794525 10.894047)"
"A3-41 Villa Karla","Diagonal 56 Villa Karla Lado Sur","13","10.895408","-74.792565","POINT (-74.792565 10.895408)"
"A3-41 Villa Karla","Diagonal 56 Villa Karla Lado Norte","14","10.895937","-74.791992","POINT (-74.791992 10.895937)"
"A3-41 Villa Karla","Diagonal 56 Villa Maria 2da Etapa Lado Norte","15","10.894315","-74.794233","POINT (-74.794233 10.894315)"
"A3-41 Villa Karla","Diagonal 56 Villa Maria 1ra Etapa Lado Norte","16","10.893168","-74.79599","POINT (-74.79599 10.893168)"
"A3-41 Villa Karla","Diagonal 56 Mega Colegio Lado Norte","17","10.89253","-74.797202","POINT (-74.797202 10.89253)"
"A3-41 Villa Karla","Diagonal 56 Las Cometas Lado Norte","18","10.890955","-74.799928","POINT (-74.799928 10.890955)"
"A3-41 Villa Karla","Calle 65 con Diagonal 56 EDS La Inmaculada Soledad","19","10.889405","-74.803507","POINT (-74.803507 10.889405)"
"A3-41 Villa Karla","Calle 65 Villa Linda Av. Murillo Soledad","20","10.891925","-74.804013","POINT (-74.804013 10.891925)"
"A3-41 Villa Karla","Calle 65 La Candelaria Lado Oriental","21","10.893602","-74.804009","POINT (-74.804009 10.893602)"
"A3-41 Villa Karla","Calle 65 Villas del Portal 2 Lado Oriental","22","10.8988","-74.803067","POINT (-74.803067 10.8988)"
"A3-41 Villa Karla","Calle 65 con Carrera 8 Los Loteros Lado Oriental","23","10.900938","-74.802592","POINT (-74.802592 10.900938)"
"A3-41 Villa Karla","Calle 65 con Carrera 11C Terranova 2da Etapa","24","10.904042","-74.801957","POINT (-74.801957 10.904042)"
"A3-41 Villa Karla","Portal de Soledad","25","10.907377","-74.800586","POINT (-74.800586 10.907377)"
"A3-5 Ciudadela Metropolitana","Portal de Soledad","1","10.907587","-74.800303","POINT (-74.800303 10.907587)"
"A3-5 Ciudadela Metropolitana","Carrera 14 con Calle 62 Soledad","2","10.909228","-74.798492","POINT (-74.798492 10.909228)"
"A3-5 Ciudadela Metropolitana","Carrera 14 con Calle 59 Ent. Nuevo Milenio Soledad","3","10.908877","-74.795947","POINT (-74.795947 10.908877)"
"A3-5 Ciudadela Metropolitana","Terminal de Transportes","4","10.908944","-74.794045","POINT (-74.794045 10.908944)"
"A3-5 Ciudadela Metropolitana","Calle 54 con Carrera 14 El Percal Lado Occidental","5","10.906455","-74.791893","POINT (-74.791893 10.906455)"
"A3-5 Ciudadela Metropolitana","Calle 54 Con Carrera 11B Lado Occidental Soledad","6","10.905077","-74.791623","POINT (-74.791623 10.905077)"
"A3-5 Ciudadela Metropolitana","Calle 52 con Carrera 10C1 Siete Bocas","7","10.904732","-74.78935","POINT (-74.78935 10.904732)"
"A3-5 Ciudadela Metropolitana","Carrera 8 con Callle 53A H. Materno Infantil Norte","8","10.90196","-74.789625","POINT (-74.789625 10.90196)"
"A3-5 Ciudadela Metropolitana","Calle 54 con Carrera 8B Jesus Maestro Oriente","9","10.902397","-74.79088","POINT (-74.79088 10.902397)"
"A3-5 Ciudadela Metropolitana","Calle 54 No. 11-18 Soledad","10","10.904798","-74.791417","POINT (-74.791417 10.904798)"
"A3-5 Ciudadela Metropolitana","Calle 54 con Carrera 14 El Percal Lado Oriental","11","10.906856","-74.791828","POINT (-74.791828 10.906856)"
"A3-5 Ciudadela Metropolitana","Calle 54 No. 14-3-110 Compraventa Express Soledad","12","10.910017","-74.792017","POINT (-74.792017 10.910017)"
"A3-5 Ciudadela Metropolitana","Carrera 15 con Calle 59 Barrio Pta De Oro Soledad","13","10.910698","-74.79516","POINT (-74.79516 10.910698)"
"A3-5 Ciudadela Metropolitana","Carrera 15 con Calle 57 Villa Linda Soledad","14","10.911055","-74.797862","POINT (-74.797862 10.911055)"
"A3-5 Ciudadela Metropolitana","Portal de Soledad","15","10.907587","-74.800303","POINT (-74.800303 10.907587)"
"A5-1 Los Robles / Los Almendros","Carrera 23B con Calle 63","1","10.921138","-74.79951","POINT (-74.79951 10.921138)"
"A5-1 Los Robles / Los Almendros","Carrera 23B con Calle 67B Esq Soledad","2","10.92109","-74.801988","POINT (-74.801988 10.92109)"
"A5-1 Los Robles / Los Almendros","Carrera 18 Sur No. 46C-04 Baq / Cra24 Cl69A Sol","3","10.921888","-74.803522","POINT (-74.803522 10.921888)"
"A5-1 Los Robles / Los Almendros","Carrera 18 Sur con Calle 46H Baq / Cra24 Cl72 Sol","4","10.922383","-74.804978","POINT (-74.804978 10.922383)"
"A5-1 Los Robles / Los Almendros","Carrera 18 Sur con Calle 47E Baq / Cra24 Cl74 Sol","5","10.92194","-74.806707","POINT (-74.806707 10.92194)"
"A5-1 Los Robles / Los Almendros","Calle 74 con Carrera 23A Lado Occidente Soledad","6","10.920968","-74.806863","POINT (-74.806863 10.920968)"
"A5-1 Los Robles / Los Almendros","Carrera 23A con Calle 75B Esq Lado Norte Soledad","7","10.920595","-74.808545","POINT (-74.808545 10.920595)"
"A5-1 Los Robles / Los Almendros","Carrera 23A No. 76B-14 Lado Norte Soledad","8","10.920482","-74.810165","POINT (-74.810165 10.920482)"
"A5-1 Los Robles / Los Almendros","Calle 77 con Carrera 23D Lado Oriente Soledad","9","10.92112","-74.81162","POINT (-74.81162 10.92112)"
"A5-1 Los Robles / Los Almendros","Calle 79 No. 23B-03 Soledad","10","10.920608","-74.812565","POINT (-74.812565 10.920608)"
"A5-1 Los Robles / Los Almendros","Calle 79 No. 21B-15 Soledad","11","10.919267","-74.81397","POINT (-74.81397 10.919267)"
"A5-1 Los Robles / Los Almendros","Calle 79 No. 19-15 Soledad","12","10.91808","-74.815215","POINT (-74.815215 10.91808)"
"A5-1 Los Robles / Los Almendros","Carrera 18 No. 80C-12 Lado Norte Soledad","13","10.917393","-74.817938","POINT (-74.817938 10.917393)"
"A5-1 Los Robles / Los Almendros","Calle 83 No. 17-65 Lado Occidente Soledad","14","10.917762","-74.819767","POINT (-74.819767 10.917762)"
"A5-1 Los Robles / Los Almendros","Calle 83 No. 15-23 Lado Occidente Soledad","15","10.916053","-74.820338","POINT (-74.820338 10.916053)"
"A5-1 Los Robles / Los Almendros","Carrera 12D con Calle 84 Esq Soledad","16","10.91442","-74.822783","POINT (-74.822783 10.91442)"
"A5-1 Los Robles / Los Almendros","Calle 85 con Carrera 13 Esq Soledad","17","10.915288","-74.822995","POINT (-74.822995 10.915288)"
"A5-1 Los Robles / Los Almendros","Calle 84 con Carrera 14A Soledad","18","10.916137","-74.822024","POINT (-74.822024 10.916137)"
"A5-1 Los Robles / Los Almendros","Carrera 16 con Calle 83A Esq Soledad","19","10.916793","-74.820565","POINT (-74.820565 10.916793)"
"A5-1 Los Robles / Los Almendros","Calle 83 No. 17-62 Lado Oriente Soledad","20","10.917722","-74.819723","POINT (-74.819723 10.917722)"
"A5-1 Los Robles / Los Almendros","Carrera 18 No. 81-29 Lado Sur Soledad","21","10.917537","-74.818362","POINT (-74.818362 10.917537)"
"A5-1 Los Robles / Los Almendros","Calle 81 No. 18C-46 Soledad","22","10.918798","-74.817343","POINT (-74.817343 10.918798)"
"A5-1 Los Robles / Los Almendros","Calle 81 No. 19A-22 Soledad","23","10.919723","-74.816382","POINT (-74.816382 10.919723)"
"A5-1 Los Robles / Los Almendros","Calle 81 No. 21C-26 Soledad","24","10.920842","-74.815188","POINT (-74.815188 10.920842)"
"A5-1 Los Robles / Los Almendros","Carrera 22B No. 79-15 Soledad","25","10.92014","-74.813387","POINT (-74.813387 10.92014)"
"A5-1 Los Robles / Los Almendros","Calle 77 No. 23A-07 Lado Occidente Soledad","26","10.920568","-74.81167","POINT (-74.81167 10.920568)"
"A5-1 Los Robles / Los Almendros","Carrera 23A No. 76-03 Lado Sur Soledad","27","10.920475","-74.810078","POINT (-74.810078 10.920475)"
"A5-1 Los Robles / Los Almendros","Carrera 23A No. 74C-11 Lado Sur Soledad","28","10.920617","-74.807818","POINT (-74.807818 10.920617)"
"A5-1 Los Robles / Los Almendros","Calle 74 con Carrera 23D Lado Oriente","29","10.9218","-74.80691","POINT (-74.80691 10.9218)"
"A5-1 Los Robles / Los Almendros","Carrera 15 Sur No. 47C - 39","30","10.922777","-74.806583","POINT (-74.806583 10.922777)"
"A5-1 Los Robles / Los Almendros","Carrera 15 Sur con Calle 46H","31","10.922848","-74.804888","POINT (-74.804888 10.922848)"
"A5-1 Los Robles / Los Almendros","Av. Circunvalar con Calle 45H Puente Peat. Velodro","32","10.923168","-74.801603","POINT (-74.801603 10.923168)"
"A5-1 Los Robles / Los Almendros","Carrera 23B con Calle 63","33","10.921138","-74.79951","POINT (-74.79951 10.921138)"
"A5-2 Las Moras","Carrera 16 Con Calle 64 Esq Pacho Galan Sur","1","10.914618","-74.799829","POINT (-74.799829 10.914618)"
"A5-2 Las Moras","Carrera 16 con Calle 68 Esq Soledad","2","10.914585","-74.801387","POINT (-74.801387 10.914585)"
"A5-2 Las Moras","Carrera 15 con Calle 69 Centro Salud Adela de Char","3","10.913761","-74.803263","POINT (-74.803263 10.913761)"
"A5-2 Las Moras","Carrera 16 No. 73-26 Soledad","4","10.914402","-74.805789","POINT (-74.805789 10.914402)"
"A5-2 Las Moras","Calle 74A con Carrera 14 Soledad","5","10.913403","-74.807091","POINT (-74.807091 10.913403)"
"A5-2 Las Moras","Calle 76 No. 16-22 Soledad","6","10.914396","-74.808772","POINT (-74.808772 10.914396)"
"A5-2 Las Moras","Calle 76 con Carrera 18C Esq Soledad","7","10.916982","-74.808981","POINT (-74.808981 10.916982)"
"A5-2 Las Moras","Carrera 19 con Calle 74A Esq Soledad","8","10.917364","-74.807207","POINT (-74.807207 10.917364)"
"A5-2 Las Moras","Carrera 19 con Calle 72B Esq Soledad","9","10.917501","-74.805663","POINT (-74.805663 10.917501)"
"A5-2 Las Moras","Carrera 18 con Calle 70 Esq Soledad","10","10.916551","-74.804415","POINT (-74.804415 10.916551)"
"A5-2 Las Moras","Carrera 18 No. 68C-11 Soledad","11","10.916902","-74.802606","POINT (-74.802606 10.916902)"
"A5-2 Las Moras","Carrera 18 No. 65-15 Soledad","12","10.917038","-74.800371","POINT (-74.800371 10.917038)"
"A5-2 Las Moras","Carrera 16 Con Calle 64 Esq Pacho Galan Sur","13","10.914618","-74.799829","POINT (-74.799829 10.914618)"
"A5-3 Don Bosco","Portal de Soledad","1","10.907649","-74.800399","POINT (-74.800399 10.907649)"
"A5-3 Don Bosco","Centro Comercial Nuestro Atlantico","2","10.905385","-74.801316","POINT (-74.801316 10.905385)"
"A5-3 Don Bosco","Calle 65 con Carrera 12 Ciudad Transmetro Lado Occ","3","10.904125","-74.802113","POINT (-74.802113 10.904125)"
"A5-3 Don Bosco","Calle 65 con Carrera 8 Los Loteros Lado Occidental","4","10.901335","-74.802702","POINT (-74.802702 10.901335)"
"A5-3 Don Bosco","Calle 65 Ciudad Camelot Lado Occidental","5","10.899415","-74.803115","POINT (-74.803115 10.899415)"
"A5-3 Don Bosco","Calle 65 La Candelaria Lado Occidental","6","10.895393","-74.803785","POINT (-74.803785 10.895393)"
"A5-3 Don Bosco","Calle 65 con Carrera 5 La Central Lado Occidental","7","10.891485","-74.80419","POINT (-74.80419 10.891485)"
"A5-3 Don Bosco","Carrera 5 con Calle 66C Lado Norte Soledad","8","10.891468","-74.806688","POINT (-74.806688 10.891468)"
"A5-3 Don Bosco","Carrera 5 con Calle 68B Esq Lado Norte Soledad","9","10.891413","-74.808489","POINT (-74.808489 10.891413)"
"A5-3 Don Bosco","Calle 69 con Carrera 4 Soledad","10","10.889523","-74.808669","POINT (-74.808669 10.889523)"
"A5-3 Don Bosco","Carrera 4 con Calle 71A Lado Norte Soledad","11","10.88937","-74.810643","POINT (-74.810643 10.88937)"
"A5-3 Don Bosco","Diagonal 71 con Transversal 1A4 Lado Occidente","12","10.888093","-74.812008","POINT (-74.812008 10.888093)"
"A5-3 Don Bosco","Diagonal 71 con Transversal 1BSur Lado Occidente","13","10.886892","-74.81279","POINT (-74.81279 10.886892)"
"A5-3 Don Bosco","Transversal 1C sur con Diagonal 72 Cancha Don Bosc","14","10.887139","-74.813893","POINT (-74.813893 10.887139)"
"A5-3 Don Bosco","Transversal 2 sur con Diagonal 72 Esq (Panaderia)","15","10.886447","-74.814633","POINT (-74.814633 10.886447)"
"A5-3 Don Bosco","Diagonal 71 con Transversal 1BSur Lado Oriente","16","10.88687","-74.812773","POINT (-74.812773 10.88687)"
"A5-3 Don Bosco","Diagonal 71 con Transversal 1A4 Lado Oriente","17","10.888243","-74.81185","POINT (-74.81185 10.888243)"
"A5-3 Don Bosco","Carrera 4 con Calle 71 Lado Sur Soledad","18","10.889353","-74.810478","POINT (-74.810478 10.889353)"
"A5-3 Don Bosco","Carrera 4 con Calle 69A Lado Sur Soledad","19","10.889343","-74.808878","POINT (-74.808878 10.889343)"
"A5-3 Don Bosco","Carrera 5 con Calle 69 Esq Lado Sur Soledad","20","10.891352","-74.808445","POINT (-74.808445 10.891352)"
"A5-3 Don Bosco","Carrera 5 con Calle 66A Lado Sur Soledad","21","10.891378","-74.806367","POINT (-74.806367 10.891378)"
"A5-3 Don Bosco","Calle 65 Gran Central de Abastos del Caribe","22","10.887832","-74.803852","POINT (-74.803852 10.887832)"
"A5-3 Don Bosco","Calle 65 con Diagonal 56 EDS La Inmaculada Soledad","23","10.889405","-74.803507","POINT (-74.803507 10.889405)"
"A5-3 Don Bosco","Calle 65 Villa Linda Av. Murillo Soledad","24","10.891925","-74.804013","POINT (-74.804013 10.891925)"
"A5-3 Don Bosco","Calle 65 La Candelaria Lado Oriental","25","10.893602","-74.804009","POINT (-74.804009 10.893602)"
"A5-3 Don Bosco","Calle 65 Villas del Portal 2 Lado Oriental","26","10.8988","-74.803067","POINT (-74.803067 10.8988)"
"A5-3 Don Bosco","Calle 65 con Carrera 8 Los Loteros Lado Oriental","27","10.900938","-74.802592","POINT (-74.802592 10.900938)"
"A5-3 Don Bosco","Calle 65 con Carrera 11C Terranova 2da Etapa","28","10.904042","-74.801957","POINT (-74.801957 10.904042)"
"A5-3 Don Bosco","Portal de Soledad","29","10.907649","-74.800399","POINT (-74.800399 10.907649)"
"A5-3 Contingencia","Portal de Soledad","1","10.907649","-74.800399","POINT (-74.800399 10.907649)"
"A5-3 Contingencia","Calle 65 con Carrera 12 Ciudad Transmetro Lado Occ","2","10.904125","-74.802113","POINT (-74.802113 10.904125)"
"A5-3 Contingencia","Calle 65 con Carrera 8 Los Loteros Lado Occidental","3","10.901335","-74.802702","POINT (-74.802702 10.901335)"
"A5-3 Contingencia","Calle 65 Ciudad Camelot Lado Occidental","4","10.899415","-74.803115","POINT (-74.803115 10.899415)"
"A5-3 Contingencia","Calle 65 La Candelaria Lado Occidental","5","10.895393","-74.803785","POINT (-74.803785 10.895393)"
"A5-3 Contingencia","Calle 65 con Carrera 5 La Central Lado Occidental","6","10.891485","-74.80419","POINT (-74.80419 10.891485)"
"A5-3 Contingencia","Calle 65 Gran Central de Abastos del Caribe","7","10.887832","-74.803852","POINT (-74.803852 10.887832)"
"A5-3 Contingencia","Calle 65 con Diagonal 56 EDS La Inmaculada Soledad","8","10.889405","-74.803507","POINT (-74.803507 10.889405)"
"A5-3 Contingencia","Calle 65 Villa Linda Av. Murillo Soledad","9","10.891925","-74.804013","POINT (-74.804013 10.891925)"
"A5-3 Contingencia","Calle 65 La Candelaria Lado Oriental","10","10.893602","-74.804009","POINT (-74.804009 10.893602)"
"A5-3 Contingencia","Calle 65 Villas del Portal 2 Lado Oriental","11","10.8988","-74.803067","POINT (-74.803067 10.8988)"
"A5-3 Contingencia","Calle 65 con Carrera 8 Los Loteros Lado Oriental","12","10.900938","-74.802592","POINT (-74.802592 10.900938)"
"A5-3 Contingencia","Calle 65 con Carrera 11C Terranova 2da Etapa","13","10.904042","-74.801957","POINT (-74.801957 10.904042)"
"A5-3 Contingencia","Portal de Soledad","14","10.907649","-74.800399","POINT (-74.800399 10.907649)"
"A5-4 San Antonio","Portal de Soledad","1","10.907649","-74.800399","POINT (-74.800399 10.907649)"
"A5-4 San Antonio","Centro Comercial Nuestro Atlantico","2","10.905385","-74.801316","POINT (-74.801316 10.905385)"
"A5-4 San Antonio","Calle 65 con Carrera 12 Ciudad Transmetro Lado Occ","3","10.904125","-74.802113","POINT (-74.802113 10.904125)"
"A5-4 San Antonio","Calle 65 con Carrera 8 Los Loteros Lado Occidental","4","10.901335","-74.802702","POINT (-74.802702 10.901335)"
"A5-4 San Antonio","Calle 65 Ciudad Camelot Lado Occidental","5","10.899415","-74.803115","POINT (-74.803115 10.899415)"
"A5-4 San Antonio","Calle 65 La Candelaria Lado Occidental","6","10.895393","-74.803785","POINT (-74.803785 10.895393)"
"A5-4 San Antonio","Calle 65 con Carrera 5 La Central Lado Occidental","7","10.891485","-74.80419","POINT (-74.80419 10.891485)"
"A5-4 San Antonio","Urb. Salitre Lado Norte Soledad","8","10.886208","-74.806806","POINT (-74.806806 10.886208)"
"A5-4 San Antonio","Urb. San Antonio Soledad","9","10.885832","-74.80868","POINT (-74.80868 10.885832)"
"A5-4 San Antonio","Urb. Salitre Lado Sur Soledad","10","10.88617","-74.806858","POINT (-74.806858 10.88617)"
"A5-4 San Antonio","Calle 65 Gran Central de Abastos del Caribe","11","10.887832","-74.803852","POINT (-74.803852 10.887832)"
"A5-4 San Antonio","Calle 65 con Diagonal 56 EDS La Inmaculada Soledad","12","10.889405","-74.803507","POINT (-74.803507 10.889405)"
"A5-4 San Antonio","Calle 65 Villa Linda Av. Murillo Soledad","13","10.891925","-74.804013","POINT (-74.804013 10.891925)"
"A5-4 San Antonio","Calle 65 La Candelaria Lado Occidental","14","10.895393","-74.803785","POINT (-74.803785 10.895393)"
"A5-4 San Antonio","Calle 65 Villas del Portal 2 Lado Oriental","15","10.8988","-74.803067","POINT (-74.803067 10.8988)"
"A5-4 San Antonio","Calle 65 con Carrera 8 Los Loteros Lado Oriental","16","10.900938","-74.802592","POINT (-74.802592 10.900938)"
"A5-4 San Antonio","Calle 65 con Carrera 11C Terranova 2da Etapa","17","10.904042","-74.801957","POINT (-74.801957 10.904042)"
"A5-4 San Antonio","Portal de Soledad","18","10.907649","-74.800399","POINT (-74.800399 10.907649)"
"A5-5 El Manantial","Portal de Soledad","1","10.907649","-74.800399","POINT (-74.800399 10.907649)"
"A5-5 El Manantial","Centro Comercial Nuestro Atlantico","2","10.905385","-74.801316","POINT (-74.801316 10.905385)"
"A5-5 El Manantial","Calle 65 con Carrera 12 Ciudad Transmetro Lado Occ","3","10.904125","-74.802113","POINT (-74.802113 10.904125)"
"A5-5 El Manantial","Carrera 12 con Calle 66 Lado Norte Soledad","4","10.903984","-74.804235","POINT (-74.804235 10.903984)"
"A5-5 El Manantial","Carrera 11C con Calle 68 Lado Norte Soledad","5","10.903575","-74.806412","POINT (-74.806412 10.903575)"
"A5-5 El Manantial","Carrera 11C con Calle 70 Lado Norte Soledad","6","10.903093","-74.80875","POINT (-74.80875 10.903093)"
"A5-5 El Manantial","Calle 71 con Carrera 11C Lado Oriente Soledad","7","10.903156","-74.810245","POINT (-74.810245 10.903156)"
"A5-5 El Manantial","Calle 72 con Carrera 12 Soledad","8","10.903976","-74.811209","POINT (-74.811209 10.903976)"
"A5-5 El Manantial","Calle 71 con Carrera 12 Lado Occidente Soledad","9","10.903044","-74.810338","POINT (-74.810338 10.903044)"
"A5-5 El Manantial","Carrera 11C con Calle 69 Lado Sur Soledad","10","10.903085","-74.808402","POINT (-74.808402 10.903085)"
"A5-5 El Manantial","Carrera 11C con Calle 68 Lado Sur Soledad","11","10.903472","-74.806421","POINT (-74.806421 10.903472)"
"A5-5 El Manantial","Carrera 12 con Calle 66 Lado Sur Soledad","12","10.903901","-74.804209","POINT (-74.804209 10.903901)"
