"marca_vehiculo","modelo_vehiculo","tipo_vehiculo","edad_vehiculo","fecha_accidente","gravedad_accidente","departamento_accidente","municipio_accidente","autoridad_de_transito"
"AKT","2010","MOTOCICLETA","16","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2022","MOTOCICLETA","4","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2023","AUTOMOVIL","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2013","CAMPERO","11","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2018","MOTOCICLETA","9","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"TOYOTA","2018","CAMIONETA","8","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"KTM","2021","MOTOCICLETA","5","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2023","MOTOCICLETA","4","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2023","MOTOCICLETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2013","MOTOCICLETA","13","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2023","MOTOCICLETA","4","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2021","MOTOCICLETA","6","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2019","MOTOCICLETA","7","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AUDI","2011","AUTOMOVIL","15","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"DAEWOO","1998","AUTOMOVIL","28","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2024","MOTOCICLETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2022","MOTOCICLETA","4","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2024","MOTOCICLETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2016","MOTOCICLETA","10","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"CFMOTO","2022","MOTOCICLETA","4","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2024","CAMIONETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BLUE BIRD","2014","BUS","12","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"TOYOTA","2008","CAMIONETA","18","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2020","MOTOCICLETA","6","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2022","MOTOCICLETA","4","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2014","CAMIONETA","12","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2017","MOTOCICLETA","9","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2012","MOTOCICLETA","15","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2023","MOTOCICLETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2017","AUTOMOVIL","9","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2014","MOTOCICLETA","13","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2011","AUTOMOVIL","15","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2021","MOTOCICLETA","6","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2023","MOTOCICLETA","4","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2023","MOTOCICLETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2023","MOTOCICLETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2007","AUTOMOVIL","19","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2019","AUTOMOVIL","7","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2013","MOTOCICLETA","13","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2021","MOTOCICLETA","5","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2019","MOTOCICLETA","8","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2022","MOTOCICLETA","5","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2023","MOTOCICLETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BLUE BIRD","2014","BUS","13","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"CHANGAN","2019","CAMIONETA","7","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2013","CAMIONETA","14","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2017","MOTOCICLETA","9","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BLUE BIRD","2014","BUS","12","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2020","MOTOCICLETA","7","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2008","AUTOMOVIL","17","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2013","MOTOCICLETA","13","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2024","CAMIONETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2023","MOTOCICLETA","4","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2013","MOTOCICLETA","13","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2017","MOTOCICLETA","10","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"DFSK","2014","CAMIONETA","12","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2010","AUTOMOVIL","17","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2022","MOTOCICLETA","4","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2020","MOTOCICLETA","7","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2023","MOTOCICLETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2023","MOTOCICLETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","1987","AUTOMOVIL","39","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2020","MOTOCICLETA","6","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2020","MOTOCICLETA","6","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2021","MOTOCICLETA","5","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2017","MOTOCICLETA","9","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2022","MOTOCICLETA","5","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2014","MOTOCICLETA","12","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2014","MOTOCICLETA","13","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2021","MOTOCICLETA","5","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2022","MOTOCICLETA","4","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2023","MOTOCICLETA","4","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2011","MOTOCICLETA","15","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2018","MOTOCICLETA","8","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2022","MOTOCICLETA","5","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"SKODA","1995","CAMIONETA","31","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2022","MOTOCICLETA","4","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2019","MOTOCICLETA","7","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2016","AUTOMOVIL","10","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2023","MOTOCICLETA","4","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2016","MOTOCICLETA","10","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"TOYOTA","2019","CAMIONETA","7","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2015","AUTOMOVIL","11","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"KTM","2017","MOTOCICLETA","9","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2015","MOTOCICLETA","11","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2018","AUTOMOVIL","8","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2018","MOTOCICLETA","8","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2014","MOTOCICLETA","12","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2015","MOTOCICLETA","11","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"DFSK","2020","CAMIONETA","5","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2015","MOTOCICLETA","11","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","1978","CAMIONETA","21","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2016","MOTOCICLETA","11","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2023","MOTOCICLETA","4","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2015","MOTOCICLETA","12","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"KTM","2023","MOTOCICLETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2022","MOTOCICLETA","5","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2019","MOTOCICLETA","6","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2012","MOTOCICLETA","14","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"TOYOTA","2020","CAMIONETA","6","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2023","MOTOCICLETA","4","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"ROYAL ENFIELD","2016","MOTOCICLETA","10","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AUTECO","2009","MOTOCICLETA","18","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2012","MOTOCICLETA","14","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2023","MOTOCICLETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2017","MOTOCICLETA","10","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2022","MOTOCICLETA","5","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2020","MOTOCICLETA","7","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2008","MOTOCICLETA","18","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"INTERNATIONAL","2019","CAMION","7","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2020","MOTOCICLETA","7","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2014","MOTOCICLETA","12","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2023","MOTOCICLETA","4","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2020","AUTOMOVIL","6","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2023","MOTOCICLETA","4","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2016","MOTOCICLETA","10","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2007","AUTOMOVIL","19","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2020","MOTOCICLETA","6","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2015","MOTOCICLETA","12","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"KTM","2022","MOTOCICLETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2017","MOTOCICLETA","9","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2022","MOTOCICLETA","4","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2009","MOTOCICLETA","17","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2023","MOTOCICLETA","4","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2023","MOTOCICLETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2022","MOTOCICLETA","5","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2024","MOTOCICLETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2008","MOTOCICLETA","18","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2009","MOTOCICLETA","18","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2022","MOTOCICLETA","5","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2018","MOTOCICLETA","8","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2017","AUTOMOVIL","10","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AUTECO","2007","MOTOCICLETA","19","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"INTERNATIONAL","2012","VOLQUETA","14","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2022","MOTOCICLETA","5","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2024","MOTOCICLETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2018","CAMPERO","9","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2023","MOTOCICLETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"FREIGHTLINER","2013","CAMION","13","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2023","MOTOCICLETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2016","MOTOCICLETA","11","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2011","MOTOCICLETA","16","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2018","MOTOCICLETA","9","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2024","MOTOCICLETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2019","MOTOCICLETA","7","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2020","MOTOCICLETA","6","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2023","MOTOCICLETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2023","MOTOCICLETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BENELLI","2022","MOTOCICLETA","5","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2021","AUTOMOVIL","5","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2022","MOTOCICLETA","4","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2018","MOTOCICLETA","8","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2023","MOTOCICLETA","3","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2022","MOTOCICLETA","4","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2018","MOTOCICLETA","8","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2019","MOTOCICLETA","7","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2020","AUTOMOVIL","6","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"KTM","2015","MOTOCICLETA","11","06/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
